model,node_id,node_type,organism
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,imp[c]__Org1,met,Org1
BI,nad[c]__Org1,met,Org1
BI,nadh[c]__Org1,met,Org1
BI,xmp[c]__Org1,met,Org1
BI,INSH__Org1,rxn,Org1
BI,ins[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,hxan[c]__Org1,met,Org1
BI,rib_D[c]__Org1,met,Org1
BI,INULINASE__Org1,rxn,Org1
BI,inulin[c]__Org1,met,Org1
BI,fru[c]__Org1,met,Org1
BI,glc_D[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,INULINabc__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,inulin[c]__Org1,met,Org1
BI,inulin[e]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,IPDPS__Org1,rxn,Org1
BI,h2mb4p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ipdp[c]__Org1,met,Org1
BI,nad[c]__Org1,met,Org1
BI,nadh[c]__Org1,met,Org1
BI,IPDPS2__Org1,rxn,Org1
BI,h2mb4p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ipdp[c]__Org1,met,Org1
BI,nadp[c]__Org1,met,Org1
BI,nadph[c]__Org1,met,Org1
BI,IPDPUPT__Org1,rxn,Org1
BI,udcpdp[c]__Org1,met,Org1
BI,ipdp[c]__Org1,met,Org1
BI,ppi[c]__Org1,met,Org1
BI,ttc_ggdp[c]__Org1,met,Org1
BI,IPMD2__Org1,rxn,Org1
BI,e3mmal[c]__Org1,met,Org1
BI,2obut[c]__Org1,met,Org1
BI,co2[c]__Org1,met,Org1
BI,nad[c]__Org1,met,Org1
BI,nadh[c]__Org1,met,Org1
BI,IPMDr__Org1,rxn,Org1
BI,3c2hmp[c]__Org1,met,Org1
BI,3c4mop[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,nad[c]__Org1,met,Org1
BI,nadh[c]__Org1,met,Org1
BI,IPPMIa__Org1,rxn,Org1
BI,2ippm[c]__Org1,met,Org1
BI,3c2hmp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,IPPMIb__Org1,rxn,Org1
BI,2ippm[c]__Org1,met,Org1
BI,3c3hmp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,ISOMALT__Org1,rxn,Org1
BI,isomal[c]__Org1,met,Org1
BI,glc_D[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,ISOMALabc__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,isomal[c]__Org1,met,Org1
BI,isomal[e]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,KARA1__Org1,rxn,Org1
BI,23dhmb[c]__Org1,met,Org1
BI,alac_S[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,nadp[c]__Org1,met,Org1
BI,nadph[c]__Org1,met,Org1
BI,KARA2__Org1,rxn,Org1
BI,23dhmp[c]__Org1,met,Org1
BI,2ahbut[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,nadp[c]__Org1,met,Org1
BI,nadph[c]__Org1,met,Org1
BI,KARA3__Org1,rxn,Org1
BI,23dhmb[c]__Org1,met,Org1
BI,33hmeoxobut[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,nadp[c]__Org1,met,Org1
BI,nadph[c]__Org1,met,Org1
BI,KESTOASEe__Org1,rxn,Org1
BI,fru[e]__Org1,met,Org1
BI,glc_D[e]__Org1,met,Org1
BI,h2o[e]__Org1,met,Org1
BI,kesto[e]__Org1,met,Org1
BI,KESTOPTASEe__Org1,rxn,Org1
BI,fru[e]__Org1,met,Org1
BI,glc_D[e]__Org1,met,Org1
BI,h2o[e]__Org1,met,Org1
BI,kestopt[e]__Org1,met,Org1
BI,KESTOTTRASEe__Org1,rxn,Org1
BI,fru[e]__Org1,met,Org1
BI,glc_D[e]__Org1,met,Org1
BI,h2o[e]__Org1,met,Org1
BI,kestottr[e]__Org1,met,Org1
BI,Kt1r__Org1,rxn,Org1
BI,k[c]__Org1,met,Org1
BI,k[e]__Org1,met,Org1
BI,LACTLt__Org1,rxn,Org1
BI,h[c]__Org1,met,Org1
BI,h[e]__Org1,met,Org1
BI,lactl[c]__Org1,met,Org1
BI,lactl[e]__Org1,met,Org1
BI,LACZ__Org1,rxn,Org1
BI,lcts[c]__Org1,met,Org1
BI,gal[c]__Org1,met,Org1
BI,glc_D[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,LARGNAT__Org1,rxn,Org1
BI,Largn[c]__Org1,met,Org1
BI,asp_L[c]__Org1,met,Org1
BI,oaa[c]__Org1,met,Org1
BI,pphn[c]__Org1,met,Org1
BI,LCARS__Org1,rxn,Org1
BI,12ppd_S[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,lald_L[c]__Org1,met,Org1
BI,nad[c]__Org1,met,Org1
BI,nadh[c]__Org1,met,Org1
BI,LCAT__Org1,rxn,Org1
BI,HC02191[c]__Org1,met,Org1
BI,HC02191[e]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,h[e]__Org1,met,Org1
BI,LCTSabc__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,lcts[c]__Org1,met,Org1
BI,lcts[e]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,LDH_L__Org1,rxn,Org1
BI,lac_L[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,nad[c]__Org1,met,Org1
BI,nadh[c]__Org1,met,Org1
BI,pyr[c]__Org1,met,Org1
BI,LEUTA__Org1,rxn,Org1
BI,4mop[c]__Org1,met,Org1
BI,akg[c]__Org1,met,Org1
BI,glu_L[c]__Org1,met,Org1
BI,leu_L[c]__Org1,met,Org1
BI,LEUabc__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,leu_L[c]__Org1,met,Org1
BI,leu_L[e]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,LEUt2r__Org1,rxn,Org1
BI,h[c]__Org1,met,Org1
BI,h[e]__Org1,met,Org1
BI,leu_L[c]__Org1,met,Org1
BI,leu_L[e]__Org1,met,Org1
BI,LPLIPAL1A120__Org1,rxn,Org1
BI,ddca[c]__Org1,met,Org1
BI,1ddecg3p[c]__Org1,met,Org1
BI,glyc3p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,LPLIPAL1A140__Org1,rxn,Org1
BI,1tdecg3p[c]__Org1,met,Org1
BI,glyc3p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ttdca[c]__Org1,met,Org1
BI,LPLIPAL1A141__Org1,rxn,Org1
BI,ttdcea[c]__Org1,met,Org1
BI,1tdec7eg3p[c]__Org1,met,Org1
BI,glyc3p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,LPLIPAL1A160__Org1,rxn,Org1
BI,1hdecg3p[c]__Org1,met,Org1
BI,glyc3p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,hdca[c]__Org1,met,Org1
BI,LPLIPAL1A161__Org1,rxn,Org1
BI,1hdec9eg3p[c]__Org1,met,Org1
BI,glyc3p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,hdcea[c]__Org1,met,Org1
BI,LPLIPAL1A180__Org1,rxn,Org1
BI,1odecg3p[c]__Org1,met,Org1
BI,glyc3p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ocdca[c]__Org1,met,Org1
BI,LPLIPAL1A181__Org1,rxn,Org1
BI,1odec11eg3p[c]__Org1,met,Org1
BI,glyc3p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ocdcea[c]__Org1,met,Org1
BI,LPLIPAL1E120__Org1,rxn,Org1
BI,1agpe120[c]__Org1,met,Org1
BI,ddca[c]__Org1,met,Org1
BI,g3pe[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,LPLIPAL1E140__Org1,rxn,Org1
BI,1agpe140[c]__Org1,met,Org1
BI,g3pe[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ttdca[c]__Org1,met,Org1
BI,LPLIPAL1E141__Org1,rxn,Org1
BI,1agpe141[c]__Org1,met,Org1
BI,g3pe[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ttdcea[c]__Org1,met,Org1
BI,LPLIPAL1E160__Org1,rxn,Org1
BI,1agpe160[c]__Org1,met,Org1
BI,g3pe[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,hdca[c]__Org1,met,Org1
BI,LPLIPAL1E161__Org1,rxn,Org1
BI,1agpe161[c]__Org1,met,Org1
BI,g3pe[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,hdcea[c]__Org1,met,Org1
BI,LPLIPAL1E180__Org1,rxn,Org1
BI,1agpe180[c]__Org1,met,Org1
BI,g3pe[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ocdca[c]__Org1,met,Org1
BI,LPLIPAL1E181__Org1,rxn,Org1
BI,1agpe181[c]__Org1,met,Org1
BI,g3pe[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ocdcea[c]__Org1,met,Org1
BI,LPLIPAL1G120__Org1,rxn,Org1
BI,1agpg120[c]__Org1,met,Org1
BI,ddca[c]__Org1,met,Org1
BI,g3pg[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,LPLIPAL1G140__Org1,rxn,Org1
BI,1agpg140[c]__Org1,met,Org1
BI,g3pg[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ttdca[c]__Org1,met,Org1
BI,LPLIPAL1G141__Org1,rxn,Org1
BI,1agpg141[c]__Org1,met,Org1
BI,g3pg[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ttdcea[c]__Org1,met,Org1
BI,LPLIPAL1G160__Org1,rxn,Org1
BI,1agpg160[c]__Org1,met,Org1
BI,g3pg[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,hdca[c]__Org1,met,Org1
BI,LPLIPAL1G161__Org1,rxn,Org1
BI,1agpg161[c]__Org1,met,Org1
BI,g3pg[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,hdcea[c]__Org1,met,Org1
BI,LPLIPAL1G180__Org1,rxn,Org1
BI,1agpg180[c]__Org1,met,Org1
BI,g3pg[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ocdca[c]__Org1,met,Org1
BI,LPLIPAL1G181__Org1,rxn,Org1
BI,1agpg181[c]__Org1,met,Org1
BI,g3pg[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ocdcea[c]__Org1,met,Org1
BI,LPLIPAL2A120__Org1,rxn,Org1
BI,2ddecg3p[c]__Org1,met,Org1
BI,ddca[c]__Org1,met,Org1
BI,glyc3p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,LPLIPAL2A140__Org1,rxn,Org1
BI,2tdecg3p[c]__Org1,met,Org1
BI,glyc3p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ttdca[c]__Org1,met,Org1
BI,LPLIPAL2A141__Org1,rxn,Org1
BI,2tdec7eg3p[c]__Org1,met,Org1
BI,glyc3p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ttdcea[c]__Org1,met,Org1
BI,LPLIPAL2A160__Org1,rxn,Org1
BI,2hdecg3p[c]__Org1,met,Org1
BI,glyc3p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,hdca[c]__Org1,met,Org1
BI,LPLIPAL2A161__Org1,rxn,Org1
BI,2hdec9eg3p[c]__Org1,met,Org1
BI,glyc3p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,hdcea[c]__Org1,met,Org1
BI,LPLIPAL2A180__Org1,rxn,Org1
BI,2odecg3p[c]__Org1,met,Org1
BI,glyc3p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ocdca[c]__Org1,met,Org1
BI,LPLIPAL2A181__Org1,rxn,Org1
BI,2odec11eg3p[c]__Org1,met,Org1
BI,glyc3p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ocdcea[c]__Org1,met,Org1
BI,LPLIPAL2E120__Org1,rxn,Org1
BI,2agpe120[c]__Org1,met,Org1
BI,ddca[c]__Org1,met,Org1
BI,g3pe[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,LPLIPAL2E140__Org1,rxn,Org1
BI,2agpe140[c]__Org1,met,Org1
BI,g3pe[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ttdca[c]__Org1,met,Org1
BI,LPLIPAL2E141__Org1,rxn,Org1
BI,2agpe141[c]__Org1,met,Org1
BI,g3pe[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ttdcea[c]__Org1,met,Org1
BI,LPLIPAL2E160__Org1,rxn,Org1
BI,2agpe160[c]__Org1,met,Org1
BI,g3pe[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,hdca[c]__Org1,met,Org1
BI,LPLIPAL2E161__Org1,rxn,Org1
BI,2agpe161[c]__Org1,met,Org1
BI,g3pe[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,hdcea[c]__Org1,met,Org1
BI,LPLIPAL2E180__Org1,rxn,Org1
BI,2agpe180[c]__Org1,met,Org1
BI,g3pe[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ocdca[c]__Org1,met,Org1
BI,LPLIPAL2E181__Org1,rxn,Org1
BI,2agpe181[c]__Org1,met,Org1
BI,g3pe[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ocdcea[c]__Org1,met,Org1
BI,LPLIPAL2G120__Org1,rxn,Org1
BI,2agpg120[c]__Org1,met,Org1
BI,ddca[c]__Org1,met,Org1
BI,g3pg[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,LPLIPAL2G140__Org1,rxn,Org1
BI,2agpg140[c]__Org1,met,Org1
BI,g3pg[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ttdca[c]__Org1,met,Org1
BI,LPLIPAL2G141__Org1,rxn,Org1
BI,2agpg141[c]__Org1,met,Org1
BI,g3pg[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ttdcea[c]__Org1,met,Org1
BI,LPLIPAL2G160__Org1,rxn,Org1
BI,2agpg160[c]__Org1,met,Org1
BI,g3pg[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,hdca[c]__Org1,met,Org1
BI,LPLIPAL2G161__Org1,rxn,Org1
BI,2agpg161[c]__Org1,met,Org1
BI,g3pg[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,hdcea[c]__Org1,met,Org1
BI,LPLIPAL2G180__Org1,rxn,Org1
BI,2agpg180[c]__Org1,met,Org1
BI,g3pg[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ocdca[c]__Org1,met,Org1
BI,LPLIPAL2G181__Org1,rxn,Org1
BI,2agpg181[c]__Org1,met,Org1
BI,g3pg[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ocdcea[c]__Org1,met,Org1
BI,LTHRK__Org1,rxn,Org1
BI,thrp[c]__Org1,met,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,thr_L[c]__Org1,met,Org1
BI,L_AROND__Org1,rxn,Org1
BI,Largn[c]__Org1,met,Org1
BI,co2[c]__Org1,met,Org1
BI,nad[c]__Org1,met,Org1
BI,nadh[c]__Org1,met,Org1
BI,tyr_L[c]__Org1,met,Org1
BI,L_ARONR__Org1,rxn,Org1
BI,Largn[c]__Org1,met,Org1
BI,co2[c]__Org1,met,Org1
BI,nadp[c]__Org1,met,Org1
BI,nadph[c]__Org1,met,Org1
BI,tyr_L[c]__Org1,met,Org1
BI,L_LACD__Org1,rxn,Org1
BI,ficytC[c]__Org1,met,Org1
BI,focytC[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,lac_L[c]__Org1,met,Org1
BI,pyr[c]__Org1,met,Org1
BI,L_LACD2__Org1,rxn,Org1
BI,lac_L[c]__Org1,met,Org1
BI,pyr[c]__Org1,met,Org1
BI,q8[c]__Org1,met,Org1
BI,q8h2[c]__Org1,met,Org1
BI,L_LACD3__Org1,rxn,Org1
BI,lac_L[c]__Org1,met,Org1
BI,mql8[c]__Org1,met,Org1
BI,mqn8[c]__Org1,met,Org1
BI,pyr[c]__Org1,met,Org1
BI,L_LACt2r__Org1,rxn,Org1
BI,h[c]__Org1,met,Org1
BI,h[e]__Org1,met,Org1
BI,lac_L[c]__Org1,met,Org1
BI,lac_L[e]__Org1,met,Org1
BI,M03134t2r__Org1,rxn,Org1
BI,M03134[c]__Org1,met,Org1
BI,M03134[e]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,h[e]__Org1,met,Org1
BI,MADGBG__Org1,rxn,Org1
BI,madg[c]__Org1,met,Org1
BI,meoh[c]__Org1,met,Org1
BI,glc_D[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,MALT__Org1,rxn,Org1
BI,glc_D[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,malt[c]__Org1,met,Org1
BI,MALTHXabc__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,malthx[c]__Org1,met,Org1
BI,malthx[e]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,MALTTRabc__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,malttr[c]__Org1,met,Org1
BI,malttr[e]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,MALTabc__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,malt[c]__Org1,met,Org1
BI,malt[e]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,MAN6PI__Org1,rxn,Org1
BI,f6p[c]__Org1,met,Org1
BI,man6p[c]__Org1,met,Org1
BI,MANA4__Org1,rxn,Org1
BI,mantr[c]__Org1,met,Org1
BI,gal[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,melib[c]__Org1,met,Org1
BI,MANAD_D__Org1,rxn,Org1
BI,mnl[c]__Org1,met,Org1
BI,fru[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,nad[c]__Org1,met,Org1
BI,nadh[c]__Org1,met,Org1
BI,MANAO__Org1,rxn,Org1
BI,mana[c]__Org1,met,Org1
BI,fruur[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,nad[c]__Org1,met,Org1
BI,nadh[c]__Org1,met,Org1
BI,MANTRabc__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,mantr[c]__Org1,met,Org1
BI,mantr[e]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,MANabc__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,man[c]__Org1,met,Org1
BI,man[e]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,MBDGBG__Org1,rxn,Org1
BI,mbdg[c]__Org1,met,Org1
BI,glc_D[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,meoh[c]__Org1,met,Org1
BI,MDH__Org1,rxn,Org1
BI,h[c]__Org1,met,Org1
BI,mal_L[c]__Org1,met,Org1
BI,nad[c]__Org1,met,Org1
BI,nadh[c]__Org1,met,Org1
BI,oaa[c]__Org1,met,Org1
BI,MECDPDH2__Org1,rxn,Org1
BI,2mecdp[c]__Org1,met,Org1
BI,h2mb4p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,nad[c]__Org1,met,Org1
BI,nadh[c]__Org1,met,Org1
BI,MECDPS__Org1,rxn,Org1
BI,2mecdp[c]__Org1,met,Org1
BI,2p4c2me[c]__Org1,met,Org1
BI,cmp[c]__Org1,met,Org1
BI,MELIBabc__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,melib[c]__Org1,met,Org1
BI,melib[e]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,MEPCT__Org1,rxn,Org1
BI,2me4p[c]__Org1,met,Org1
BI,4c2me[c]__Org1,met,Org1
BI,ctp[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ppi[c]__Org1,met,Org1
BI,METALA1c__Org1,rxn,Org1
BI,metala[c]__Org1,met,Org1
BI,ala_L[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,met_L[c]__Org1,met,Org1
BI,METALAabc__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,metala[c]__Org1,met,Org1
BI,metala[e]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,METAT__Org1,rxn,Org1
BI,amet[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,met_L[c]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,ppi[c]__Org1,met,Org1
BI,METB1__Org1,rxn,Org1
BI,ac[c]__Org1,met,Org1
BI,achms[c]__Org1,met,Org1
BI,cys_L[c]__Org1,met,Org1
BI,cyst_L[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,METDabc__Org1,rxn,Org1
BI,met_D[c]__Org1,met,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,met_D[e]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,METFR__Org1,rxn,Org1
BI,5mthf[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,mlthf[c]__Org1,met,Org1
BI,nadp[c]__Org1,met,Org1
BI,nadph[c]__Org1,met,Org1
BI,METS__Org1,rxn,Org1
BI,5mthf[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,hcys_L[c]__Org1,met,Org1
BI,met_L[c]__Org1,met,Org1
BI,thf[c]__Org1,met,Org1
BI,METSOX1abc__Org1,rxn,Org1
BI,metsox_S_L[c]__Org1,met,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,metsox_S_L[e]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,METSOX2abc__Org1,rxn,Org1
BI,metsox_R_L[c]__Org1,met,Org1
BI,metsox_R_L[e]__Org1,met,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,METSOXR1r__Org1,rxn,Org1
BI,h2o[c]__Org1,met,Org1
BI,met_L[c]__Org1,met,Org1
BI,metsox_S_L[c]__Org1,met,Org1
BI,trdox[c]__Org1,met,Org1
BI,trdrd[c]__Org1,met,Org1
BI,MG2abc__Org1,rxn,Org1
BI,mg2[c]__Org1,met,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,mg2[e]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,MGt5__Org1,rxn,Org1
BI,mg2[c]__Org1,met,Org1
BI,mg2[e]__Org1,met,Org1
BI,MI1PP__Org1,rxn,Org1
BI,inost[c]__Org1,met,Org1
BI,mi1p_D[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,MI3PP__Org1,rxn,Org1
BI,mi3p_D[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,inost[c]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,MI4PP__Org1,rxn,Org1
BI,mi4p_D[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,inost[c]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,MICITDr__Org1,rxn,Org1
BI,2mcacn[c]__Org1,met,Org1
BI,micit[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,MK7te__Org1,rxn,Org1
BI,mqn7[c]__Org1,met,Org1
BI,mqn7[e]__Org1,met,Org1
BI,MK8t__Org1,rxn,Org1
BI,mqn8[c]__Org1,met,Org1
BI,mqn8[e]__Org1,met,Org1
BI,MLTG1__Org1,rxn,Org1
BI,glc_D[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,malt[c]__Org1,met,Org1
