model,node_id,node_type,organism
BI,glu_L[c]__Org1,met,Org1
BI,tyr_L[c]__Org1,met,Org1
BI,UAAGDS__Org1,rxn,Org1
BI,uamag[c]__Org1,met,Org1
BI,ugmd[c]__Org1,met,Org1
BI,26dap_M[c]__Org1,met,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,UACMAMAT__Org1,rxn,Org1
BI,uacmam[c]__Org1,met,Org1
BI,acbdma14gapuc[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,udp[c]__Org1,met,Org1
BI,unaga[c]__Org1,met,Org1
BI,UAG2E__Org1,rxn,Org1
BI,uacgam[c]__Org1,met,Org1
BI,uacmam[c]__Org1,met,Org1
BI,UAG4E__Org1,rxn,Org1
BI,uacgam[c]__Org1,met,Org1
BI,udpacgal[c]__Org1,met,Org1
BI,UAGCVT_r__Org1,rxn,Org1
BI,uaccg[c]__Org1,met,Org1
BI,pep[c]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,uacgam[c]__Org1,met,Org1
BI,UAGDP__Org1,rxn,Org1
BI,acgam1p[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ppi[c]__Org1,met,Org1
BI,uacgam[c]__Org1,met,Org1
BI,utp[c]__Org1,met,Org1
BI,UAGPT2__Org1,rxn,Org1
BI,h[c]__Org1,met,Org1
BI,uaGgla[c]__Org1,met,Org1
BI,uaaGgla[c]__Org1,met,Org1
BI,uacgam[c]__Org1,met,Org1
BI,udp[c]__Org1,met,Org1
BI,UAGPT3__Org1,rxn,Org1
BI,h[c]__Org1,met,Org1
BI,uaagmda[c]__Org1,met,Org1
BI,uacgam[c]__Org1,met,Org1
BI,uagmda[c]__Org1,met,Org1
BI,udp[c]__Org1,met,Org1
BI,UAMAGS__Org1,rxn,Org1
BI,uama[c]__Org1,met,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,glu_D[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,uamag[c]__Org1,met,Org1
BI,UAMAS__Org1,rxn,Org1
BI,uamr[c]__Org1,met,Org1
BI,adp[c]__Org1,met,Org1
BI,ala_L[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,uama[c]__Org1,met,Org1
BI,UAPGR__Org1,rxn,Org1
BI,h[c]__Org1,met,Org1
BI,nadp[c]__Org1,met,Org1
BI,nadph[c]__Org1,met,Org1
BI,uaccg[c]__Org1,met,Org1
BI,uamr[c]__Org1,met,Org1
BI,UDCPDP__Org1,rxn,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,udcpdp[c]__Org1,met,Org1
BI,udcpp[c]__Org1,met,Org1
BI,UDPG4E__Org1,rxn,Org1
BI,udpg[c]__Org1,met,Org1
BI,udpgal[c]__Org1,met,Org1
BI,UDPGALM__Org1,rxn,Org1
BI,udpgalfur[c]__Org1,met,Org1
BI,udpgal[c]__Org1,met,Org1
BI,UDPGDr__Org1,rxn,Org1
BI,udpglcur[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,nad[c]__Org1,met,Org1
BI,nadh[c]__Org1,met,Org1
BI,udpg[c]__Org1,met,Org1
BI,UGLT__Org1,rxn,Org1
BI,g1p[c]__Org1,met,Org1
BI,gal1p[c]__Org1,met,Org1
BI,udpg[c]__Org1,met,Org1
BI,udpgal[c]__Org1,met,Org1
BI,UGMDDS__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,alaala[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,ugmd[c]__Org1,met,Org1
BI,ugmda[c]__Org1,met,Org1
BI,UMPK__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,udp[c]__Org1,met,Org1
BI,ump[c]__Org1,met,Org1
BI,UP4GH__Org1,rxn,Org1
BI,up4g[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ump[c]__Org1,met,Org1
BI,utp[c]__Org1,met,Org1
BI,UPPRT__Org1,rxn,Org1
BI,ura[c]__Org1,met,Org1
BI,ppi[c]__Org1,met,Org1
BI,prpp[c]__Org1,met,Org1
BI,ump[c]__Org1,met,Org1
BI,URAt2__Org1,rxn,Org1
BI,h[c]__Org1,met,Org1
BI,h[e]__Org1,met,Org1
BI,ura[c]__Org1,met,Org1
BI,ura[e]__Org1,met,Org1
BI,UREA__Org1,rxn,Org1
BI,urea[c]__Org1,met,Org1
BI,co2[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,nh4[c]__Org1,met,Org1
BI,UREAt__Org1,rxn,Org1
BI,urea[c]__Org1,met,Org1
BI,urea[e]__Org1,met,Org1
BI,URIDK3__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,dudp[c]__Org1,met,Org1
BI,dump[c]__Org1,met,Org1
BI,UTPATPT__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,amp[c]__Org1,met,Org1
BI,udp[c]__Org1,met,Org1
BI,utp[c]__Org1,met,Org1
BI,VALTA__Org1,rxn,Org1
BI,val_L[c]__Org1,met,Org1
BI,3mob[c]__Org1,met,Org1
BI,akg[c]__Org1,met,Org1
BI,glu_L[c]__Org1,met,Org1
BI,VALabc__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,val_L[c]__Org1,met,Org1
BI,val_L[e]__Org1,met,Org1
BI,VALt2r__Org1,rxn,Org1
BI,h[c]__Org1,met,Org1
BI,h[e]__Org1,met,Org1
BI,val_L[c]__Org1,met,Org1
BI,val_L[e]__Org1,met,Org1
BI,XANt2r__Org1,rxn,Org1
BI,xan[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,h[e]__Org1,met,Org1
BI,xan[e]__Org1,met,Org1
BI,XPPT__Org1,rxn,Org1
BI,ppi[c]__Org1,met,Org1
BI,prpp[c]__Org1,met,Org1
BI,xan[c]__Org1,met,Org1
BI,xmp[c]__Org1,met,Org1
BI,XTSNH__Org1,rxn,Org1
BI,h2o[c]__Org1,met,Org1
BI,rib_D[c]__Org1,met,Org1
BI,xan[c]__Org1,met,Org1
BI,xtsn[c]__Org1,met,Org1
BI,XU5PG3PL__Org1,rxn,Org1
BI,actp[c]__Org1,met,Org1
BI,g3p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,xu5p_D[c]__Org1,met,Org1
BI,XYLI1__Org1,rxn,Org1
BI,xyl_D[c]__Org1,met,Org1
BI,xylu_D[c]__Org1,met,Org1
BI,XYLK__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,xu5p_D[c]__Org1,met,Org1
BI,xylu_D[c]__Org1,met,Org1
BI,XYLOTTR_DEG__Org1,rxn,Org1
BI,xylottr[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,xyl_D[c]__Org1,met,Org1
BI,XYLOTTRabc__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,xylottr[c]__Org1,met,Org1
BI,xylottr[e]__Org1,met,Org1
BI,XYLabc__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,xyl_D[c]__Org1,met,Org1
BI,xyl_D[e]__Org1,met,Org1
BI,XYLt__Org1,rxn,Org1
BI,xyl_D[c]__Org1,met,Org1
BI,xyl_D[e]__Org1,met,Org1
BI,YUMPS__Org1,rxn,Org1
BI,psd5p[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,r5p[c]__Org1,met,Org1
BI,ura[c]__Org1,met,Org1
BI,ZNabc__Org1,rxn,Org1
BI,zn2[c]__Org1,met,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,zn2[e]__Org1,met,Org1
BI,dreplication__Org1,rxn,Org1
BI,dnarep[c]__Org1,met,Org1
BI,pbiosynthesis__Org1,rxn,Org1
BI,proteinsynth[c]__Org1,met,Org1
BI,r0060__Org1,rxn,Org1
BI,nh4[c]__Org1,met,Org1
BI,pyr[c]__Org1,met,Org1
BI,ser_L[c]__Org1,met,Org1
BI,r0082__Org1,rxn,Org1
BI,HC01434[c]__Org1,met,Org1
BI,akg[c]__Org1,met,Org1
BI,co2[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,r0120__Org1,rxn,Org1
BI,HC01651[c]__Org1,met,Org1
BI,gtp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,r0163c__Org1,rxn,Org1
BI,HC01435[c]__Org1,met,Org1
BI,akg[c]__Org1,met,Org1
BI,co2[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,thmpp[c]__Org1,met,Org1
BI,r0339__Org1,rxn,Org1
BI,3pg[c]__Org1,met,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,glyc_R[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,r0345__Org1,rxn,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,dadp[c]__Org1,met,Org1
BI,damp[c]__Org1,met,Org1
BI,r0422__Org1,rxn,Org1
BI,HC01434[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,icit[c]__Org1,met,Org1
BI,nadp[c]__Org1,met,Org1
BI,nadph[c]__Org1,met,Org1
BI,r0556ci__Org1,rxn,Org1
BI,HC00695[c]__Org1,met,Org1
BI,coa[c]__Org1,met,Org1
BI,dhlam[c]__Org1,met,Org1
BI,succoa[c]__Org1,met,Org1
BI,r0578__Org1,rxn,Org1
BI,ptth[c]__Org1,met,Org1
BI,adp[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,pan4p[c]__Org1,met,Org1
BI,r0671__Org1,rxn,Org1
BI,4ppan[c]__Org1,met,Org1
BI,4ppcys[c]__Org1,met,Org1
BI,cmp[c]__Org1,met,Org1
BI,ctp[c]__Org1,met,Org1
BI,cys_L[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,ppi[c]__Org1,met,Org1
BI,r0708__Org1,rxn,Org1
BI,HC01710[c]__Org1,met,Org1
BI,ahdt[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,r0775__Org1,rxn,Org1
BI,HC01652[c]__Org1,met,Org1
BI,HC01651[c]__Org1,met,Org1
BI,for[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,r0777__Org1,rxn,Org1
BI,HC01652[c]__Org1,met,Org1
BI,HC01710[c]__Org1,met,Org1
BI,r2137__Org1,rxn,Org1
BI,cl[c]__Org1,met,Org1
BI,cl[e]__Org1,met,Org1
BI,rtranscription__Org1,rxn,Org1
BI,rnatrans[c]__Org1,met,Org1
BI,sink_PGPm1[c]__Org1,rxn,Org1
BI,PGPm1[c]__Org1,met,Org1
BI,sink_dmbzid__Org1,rxn,Org1
BI,dmbzid[c]__Org1,met,Org1
BI,sink_thissh[c]__Org1,rxn,Org1
BI,thissh[c]__Org1,met,Org1
BI,tDHNA__Org1,rxn,Org1
BI,dhna[c]__Org1,met,Org1
BI,dhna[e]__Org1,met,Org1
BI,biomass525__Org1,rxn,Org1
BI,ACP[c]__Org1,met,Org1
BI,PGP[c]__Org1,met,Org1
BI,PGPm1[c]__Org1,met,Org1
BI,adp[c]__Org1,met,Org1
BI,ala_L[c]__Org1,met,Org1
BI,amet[c]__Org1,met,Org1
BI,apoACP[c]__Org1,met,Org1
BI,arg_L[c]__Org1,met,Org1
BI,asn_L[c]__Org1,met,Org1
BI,asp_L[c]__Org1,met,Org1
BI,atp[c]__Org1,met,Org1
BI,biomass[c]__Org1,met,Org1
BI,ca2[c]__Org1,met,Org1
BI,cl[c]__Org1,met,Org1
BI,coa[c]__Org1,met,Org1
BI,cobalt2[c]__Org1,met,Org1
BI,ctp[c]__Org1,met,Org1
BI,cu2[c]__Org1,met,Org1
BI,cys_L[c]__Org1,met,Org1
BI,datp[c]__Org1,met,Org1
BI,dctp[c]__Org1,met,Org1
BI,dgtp[c]__Org1,met,Org1
BI,dnarep[c]__Org1,met,Org1
BI,dttp[c]__Org1,met,Org1
BI,fad[c]__Org1,met,Org1
BI,fe2[c]__Org1,met,Org1
BI,fe3[c]__Org1,met,Org1
BI,gln_L[c]__Org1,met,Org1
BI,glu_L[c]__Org1,met,Org1
BI,gly[c]__Org1,met,Org1
BI,glyc45tca[c]__Org1,met,Org1
BI,glyc45tcaala_D[c]__Org1,met,Org1
BI,glyc45tcaglc[c]__Org1,met,Org1
BI,gtp[c]__Org1,met,Org1
BI,h2o[c]__Org1,met,Org1
BI,h[c]__Org1,met,Org1
BI,his_L[c]__Org1,met,Org1
BI,ile_L[c]__Org1,met,Org1
BI,k[c]__Org1,met,Org1
BI,leu_L[c]__Org1,met,Org1
BI,lys_L[c]__Org1,met,Org1
BI,met_L[c]__Org1,met,Org1
BI,mg2[c]__Org1,met,Org1
BI,mn2[c]__Org1,met,Org1
BI,nad[c]__Org1,met,Org1
BI,nadp[c]__Org1,met,Org1
BI,phe_L[c]__Org1,met,Org1
BI,pi[c]__Org1,met,Org1
BI,ppi[c]__Org1,met,Org1
BI,pro_L[c]__Org1,met,Org1
BI,proteinsynth[c]__Org1,met,Org1
BI,pydx5p[c]__Org1,met,Org1
BI,ribflv[c]__Org1,met,Org1
BI,rnatrans[c]__Org1,met,Org1
BI,ser_L[c]__Org1,met,Org1
BI,so4[c]__Org1,met,Org1
BI,tcam[c]__Org1,met,Org1
BI,thr_L[c]__Org1,met,Org1
BI,trp_L[c]__Org1,met,Org1
BI,tyr_L[c]__Org1,met,Org1
BI,udcpdp[c]__Org1,met,Org1
BI,udpglcur[c]__Org1,met,Org1
BI,utp[c]__Org1,met,Org1
BI,val_L[c]__Org1,met,Org1
BI,zn2[c]__Org1,met,Org1
m,EX_12ppd_S_m,rxn,m
m,12ppd_S_m,met,m
m,EX_4abut_m,rxn,m
m,4abut_m,met,m
m,EX_4abz_m,rxn,m
m,4abz_m,met,m
m,EX_4ahmmp_m,rxn,m
m,4ahmmp_m,met,m
m,EX_5mthf_m,rxn,m
m,5mthf_m,met,m
m,EX_C02528_m,rxn,m
m,C02528_m,met,m
m,EX_HC02191_m,rxn,m
m,HC02191_m,met,m
m,EX_HC02192_m,rxn,m
m,HC02192_m,met,m
m,EX_HC02193_m,rxn,m
m,HC02193_m,met,m
m,EX_M01989_m,rxn,m
m,M01989_m,met,m
m,EX_M03134_m,rxn,m
m,M03134_m,met,m
m,EX_Ser_Thr_m,rxn,m
m,Ser_Thr_m,met,m
m,EX_T_antigen_m,rxn,m
m,T_antigen_m,met,m
m,EX_Tn_antigen_m,rxn,m
m,Tn_antigen_m,met,m
m,EX_ac_m,rxn,m
m,ac_m,met,m
m,EX_acald_m,rxn,m
m,acald_m,met,m
m,EX_acgal_m,rxn,m
m,acgal_m,met,m
m,EX_acgam_m,rxn,m
m,acgam_m,met,m
m,EX_acnam_m,rxn,m
m,acnam_m,met,m
m,EX_adocbl_m,rxn,m
m,adocbl_m,met,m
m,EX_alaasp_m,rxn,m
m,alaasp_m,met,m
m,EX_alagln_m,rxn,m
m,alagln_m,met,m
m,EX_alaglu_m,rxn,m
m,alaglu_m,met,m
m,EX_alagly_m,rxn,m
m,alagly_m,met,m
m,EX_alahis_m,rxn,m
m,alahis_m,met,m
m,EX_alaleu_m,rxn,m
m,alaleu_m,met,m
m,EX_alathr_m,rxn,m
m,alathr_m,met,m
m,EX_arab_L_m,rxn,m
m,arab_L_m,met,m
m,EX_arabinogal_m,rxn,m
m,arabinogal_m,met,m
m,EX_arabttr_m,rxn,m
m,arabttr_m,met,m
m,EX_arbt_m,rxn,m
m,arbt_m,met,m
m,EX_asn_L_m,rxn,m
m,asn_L_m,met,m
m,EX_btn_m,rxn,m
m,btn_m,met,m
m,EX_butam_m,rxn,m
m,butam_m,met,m
m,EX_ca2_m,rxn,m
m,ca2_m,met,m
m,EX_cbl1_m,rxn,m
m,cbl1_m,met,m
m,EX_cd2_m,rxn,m
m,cd2_m,met,m
m,EX_cgly_m,rxn,m
m,cgly_m,met,m
m,EX_cholate_m,rxn,m
m,cholate_m,met,m
m,EX_cl_m,rxn,m
m,cl_m,met,m
m,EX_co2_m,rxn,m
m,co2_m,met,m
m,EX_cobalt2_m,rxn,m
m,cobalt2_m,met,m
m,EX_core2_m,rxn,m
m,core2_m,met,m
m,EX_core3_m,rxn,m
m,core3_m,met,m
m,EX_core4_m,rxn,m
m,core4_m,met,m
m,EX_core5_m,rxn,m
m,core5_m,met,m
m,EX_core6_m,rxn,m
m,core6_m,met,m
m,EX_core7_m,rxn,m
m,core7_m,met,m
m,EX_core8_m,rxn,m
m,core8_m,met,m
m,EX_cu2_m,rxn,m
m,cu2_m,met,m
m,EX_dchac_m,rxn,m
m,dchac_m,met,m
m,EX_dextrin_m,rxn,m
m,dextrin_m,met,m
m,EX_dgchol_m,rxn,m
m,dgchol_m,met,m
m,EX_dhna_m,rxn,m
m,dhna_m,met,m
m,EX_dma_m,rxn,m
m,dma_m,met,m
m,EX_dsT_antigen_m,rxn,m
m,dsT_antigen_m,met,m
m,EX_etoh_m,rxn,m
m,etoh_m,met,m
m,EX_f1a_m,rxn,m
m,f1a_m,met,m
m,EX_fe2_m,rxn,m
m,fe2_m,met,m
m,EX_fe3_m,rxn,m
m,fe3_m,met,m
m,EX_fol_m,rxn,m
m,fol_m,met,m
m,EX_for_m,rxn,m
m,for_m,met,m
m,EX_fru_m,rxn,m
m,fru_m,met,m
m,EX_fuc_L_m,rxn,m
m,fuc_L_m,met,m
m,EX_fum_m,rxn,m
m,fum_m,met,m
m,EX_gal_m,rxn,m
m,gal_m,met,m
m,EX_galam_m,rxn,m
m,galam_m,met,m
m,EX_gchola_m,rxn,m
m,gchola_m,met,m
m,EX_glc_D_m,rxn,m
m,glc_D_m,met,m
m,EX_glcur_m,rxn,m
m,glcur_m,met,m
m,EX_gly_m,rxn,m
m,gly_m,met,m
m,EX_glyasn_m,rxn,m
m,glyasn_m,met,m
m,EX_glyasp_m,rxn,m
m,glyasp_m,met,m
m,EX_glyc_m,rxn,m
m,glyc_m,met,m
m,EX_glyc3p_m,rxn,m
m,glyc3p_m,met,m
m,EX_glycys_m,rxn,m
m,glycys_m,met,m
m,EX_glygln_m,rxn,m
m,glygln_m,met,m
m,EX_glyglu_m,rxn,m
m,glyglu_m,met,m
m,EX_glyleu_m,rxn,m
m,glyleu_m,met,m
m,EX_glymet_m,rxn,m
m,glymet_m,met,m
m,EX_glyphe_m,rxn,m
m,glyphe_m,met,m
m,EX_glypro_m,rxn,m
m,glypro_m,met,m
m,EX_glytyr_m,rxn,m
m,glytyr_m,met,m
m,EX_gncore1_m,rxn,m
m,gncore1_m,met,m
m,EX_gncore2_m,rxn,m
m,gncore2_m,met,m
m,EX_h_m,rxn,m
m,h_m,met,m
m,EX_h2o_m,rxn,m
m,h2o_m,met,m
m,EX_hg2_m,rxn,m
m,hg2_m,met,m
m,EX_his_L_m,rxn,m
m,his_L_m,met,m
m,EX_hxan_m,rxn,m
m,hxan_m,met,m
m,EX_ile_L_m,rxn,m
m,ile_L_m,met,m
m,EX_inulin_m,rxn,m
m,inulin_m,met,m
m,EX_isomal_m,rxn,m
m,isomal_m,met,m
m,EX_k_m,rxn,m
m,k_m,met,m
m,EX_kesto_m,rxn,m
m,kesto_m,met,m
m,EX_kestopt_m,rxn,m
m,kestopt_m,met,m
m,EX_kestottr_m,rxn,m
m,kestottr_m,met,m
m,EX_lac_L_m,rxn,m
m,lac_L_m,met,m
m,EX_lactl_m,rxn,m
m,lactl_m,met,m
m,EX_lcts_m,rxn,m
m,lcts_m,met,m
m,EX_leu_L_m,rxn,m
m,leu_L_m,met,m
m,EX_malt_m,rxn,m
m,malt_m,met,m
m,EX_malthx_m,rxn,m
m,malthx_m,met,m
m,EX_malttr_m,rxn,m
m,malttr_m,met,m
m,EX_man_m,rxn,m
m,man_m,met,m
m,EX_mantr_m,rxn,m
m,mantr_m,met,m
m,EX_melib_m,rxn,m
m,melib_m,met,m
m,EX_met_D_m,rxn,m
m,met_D_m,met,m
m,EX_met_L_m,rxn,m
m,met_L_m,met,m
m,EX_metala_m,rxn,m
m,metala_m,met,m
m,EX_metsox_S_L_m,rxn,m
m,metsox_S_L_m,met,m
m,EX_mg2_m,rxn,m
m,mg2_m,met,m
m,EX_mn2_m,rxn,m
m,mn2_m,met,m
m,EX_mnl_m,rxn,m
m,mnl_m,met,m
m,EX_mqn7_m,rxn,m
m,mqn7_m,met,m
m,EX_mqn8_m,rxn,m
m,mqn8_m,met,m
m,EX_na1_m,rxn,m
m,na1_m,met,m
m,EX_nac_m,rxn,m
m,nac_m,met,m
m,EX_nh4_m,rxn,m
m,nh4_m,met,m
m,EX_ni2_m,rxn,m
m,ni2_m,met,m
m,EX_norval_L_m,rxn,m
m,norval_L_m,met,m
m,EX_o2_m,rxn,m
m,o2_m,met,m
m,EX_oxa_m,rxn,m
m,oxa_m,met,m
m,EX_pb_m,rxn,m
m,pb_m,met,m
m,EX_peamn_m,rxn,m
m,peamn_m,met,m
m,EX_phe_L_m,rxn,m
m,phe_L_m,met,m
m,EX_pi_m,rxn,m
m,pi_m,met,m
m,EX_pnto_R_m,rxn,m
m,pnto_R_m,met,m
m,EX_ppi_m,rxn,m
m,ppi_m,met,m
m,EX_pro_L_m,rxn,m
m,pro_L_m,met,m
m,EX_pydam_m,rxn,m
m,pydam_m,met,m
m,EX_pydx_m,rxn,m
m,pydx_m,met,m
m,EX_pydxn_m,rxn,m
m,pydxn_m,met,m
m,EX_r406_m,rxn,m
m,r406_m,met,m
m,EX_r788_m,rxn,m
m,r788_m,met,m
m,EX_raffin_m,rxn,m
m,raffin_m,met,m
m,EX_rib_D_m,rxn,m
m,rib_D_m,met,m
m,EX_ribflv_m,rxn,m
m,ribflv_m,met,m
m,EX_rmn_m,rxn,m
m,rmn_m,met,m
m,EX_sT_antigen_m,rxn,m
m,sT_antigen_m,met,m
m,EX_sTn_antigen_m,rxn,m
m,sTn_antigen_m,met,m
m,EX_salcn_m,rxn,m
m,salcn_m,met,m
m,EX_so4_m,rxn,m
m,so4_m,met,m
m,EX_stys_m,rxn,m
m,stys_m,met,m
m,EX_succ_m,rxn,m
m,succ_m,met,m
m,EX_sucr_m,rxn,m
m,sucr_m,met,m
m,EX_taur_m,rxn,m
m,taur_m,met,m
m,EX_tchola_m,rxn,m
m,tchola_m,met,m
m,EX_tdchola_m,rxn,m
m,tdchola_m,met,m
m,EX_tdechola_m,rxn,m
m,tdechola_m,met,m
m,EX_thf_m,rxn,m
m,thf_m,met,m
m,EX_thm_m,rxn,m
m,thm_m,met,m
m,EX_tre_m,rxn,m
m,tre_m,met,m
m,EX_trp_L_m,rxn,m
m,trp_L_m,met,m
m,EX_tyr_L_m,rxn,m
m,tyr_L_m,met,m
m,EX_ura_m,rxn,m
m,ura_m,met,m
m,EX_urea_m,rxn,m
m,urea_m,met,m
m,EX_val_L_m,rxn,m
m,val_L_m,met,m
m,EX_xan_m,rxn,m
m,xan_m,met,m
m,EX_xyl_D_m,rxn,m
m,xyl_D_m,met,m
m,EX_xylottr_m,rxn,m
m,xylottr_m,met,m
m,EX_zn2_m,rxn,m
m,zn2_m,met,m
AH,12PPDSDH__Org2,rxn,Org2
AH,12ppd_S[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,ppal[c]__Org2,met,Org2
AH,12PPDt__Org2,rxn,Org2
AH,12ppd_S[e]__Org2,met,Org2
AH,12ppd_S[c]__Org2,met,Org2
AH,12aHSDHe__Org2,rxn,Org2
AH,12dhchol[e]__Org2,met,Org2
AH,cholate[e]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,nad[c]__Org2,met,Org2
AH,nadh[c]__Org2,met,Org2
AH,23DHMPO__Org2,rxn,Org2
AH,23dhmp[c]__Org2,met,Org2
AH,3h3mop[c]__Org2,met,Org2
AH,nadp[c]__Org2,met,Org2
AH,nadph[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,26DAPLLAT__Org2,rxn,Org2
AH,26dap_LL[c]__Org2,met,Org2
AH,akg[c]__Org2,met,Org2
AH,glu_L[c]__Org2,met,Org2
AH,thdp[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,2AHBUTI__Org2,rxn,Org2
AH,2ahbut[c]__Org2,met,Org2
AH,3h3mop[c]__Org2,met,Org2
AH,2IMZS__Org2,rxn,Org2
AH,amet[c]__Org2,met,Org2
AH,dad_5[c]__Org2,met,Org2
AH,imogly[c]__Org2,met,Org2
AH,met_L[c]__Org2,met,Org2
AH,pcresol[c]__Org2,met,Org2
AH,tyr_L[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,nadp[c]__Org2,met,Org2
AH,nadph[c]__Org2,met,Org2
AH,2MBCOATA__Org2,rxn,Org2
AH,2mbcoa[c]__Org2,met,Org2
AH,2mbutACP[c]__Org2,met,Org2
AH,ACP[c]__Org2,met,Org2
AH,coa[c]__Org2,met,Org2
AH,3HAD100__Org2,rxn,Org2
AH,3hdecACP[c]__Org2,met,Org2
AH,tdec2eACP[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,3HAD10M11__Org2,rxn,Org2
AH,10m3hundecACP[c]__Org2,met,Org2
AH,10mtundec2eACP[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,3HAD10M12__Org2,rxn,Org2
AH,10m3hddcaACP[c]__Org2,met,Org2
AH,10mtddec2eACP[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,3HAD11M12__Org2,rxn,Org2
AH,11m3hddcaACP[c]__Org2,met,Org2
AH,11mtddec2eACP[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,3HAD120__Org2,rxn,Org2
AH,3hddecACP[c]__Org2,met,Org2
AH,tddec2eACP[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,3HAD12M13__Org2,rxn,Org2
AH,12m3htridecACP[c]__Org2,met,Org2
AH,12mttritec2eACP[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,3HAD12M14__Org2,rxn,Org2
AH,12m3hmyrsACP[c]__Org2,met,Org2
AH,12mtmrs2eACP[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,3HAD13M14__Org2,rxn,Org2
AH,13m3hmyrsACP[c]__Org2,met,Org2
