model,source_node_id,target_node_id,compartment
BI,atp[c]__Org1,FACOAL140__Org1,BI
BI,coa[c]__Org1,FACOAL140__Org1,BI
BI,FACOAL140__Org1,ppi[c]__Org1,BI
BI,FACOAL140__Org1,tdcoa[c]__Org1,BI
BI,hdca[c]__Org1,FACOAL160i__Org1,BI
BI,FACOAL160i__Org1,amp[c]__Org1,BI
BI,atp[c]__Org1,FACOAL160i__Org1,BI
BI,coa[c]__Org1,FACOAL160i__Org1,BI
BI,FACOAL160i__Org1,pmtcoa[c]__Org1,BI
BI,FACOAL160i__Org1,ppi[c]__Org1,BI
BI,hdcea[c]__Org1,FACOAL161__Org1,BI
BI,FACOAL161__Org1,hdcoa[c]__Org1,BI
BI,FACOAL161__Org1,amp[c]__Org1,BI
BI,atp[c]__Org1,FACOAL161__Org1,BI
BI,coa[c]__Org1,FACOAL161__Org1,BI
BI,FACOAL161__Org1,ppi[c]__Org1,BI
BI,ocdca[c]__Org1,FACOAL180i__Org1,BI
BI,FACOAL180i__Org1,amp[c]__Org1,BI
BI,atp[c]__Org1,FACOAL180i__Org1,BI
BI,coa[c]__Org1,FACOAL180i__Org1,BI
BI,FACOAL180i__Org1,ppi[c]__Org1,BI
BI,FACOAL180i__Org1,stcoa[c]__Org1,BI
BI,ocdcea[c]__Org1,FACOAL181i__Org1,BI
BI,FACOAL181i__Org1,odecoa[c]__Org1,BI
BI,FACOAL181i__Org1,amp[c]__Org1,BI
BI,atp[c]__Org1,FACOAL181i__Org1,BI
BI,coa[c]__Org1,FACOAL181i__Org1,BI
BI,FACOAL181i__Org1,ppi[c]__Org1,BI
BI,fa4[c]__Org1,FACOALAI15__Org1,BI
BI,FACOALAI15__Org1,aipdcoa[c]__Org1,BI
BI,FACOALAI15__Org1,amp[c]__Org1,BI
BI,atp[c]__Org1,FACOALAI15__Org1,BI
BI,coa[c]__Org1,FACOALAI15__Org1,BI
BI,FACOALAI15__Org1,ppi[c]__Org1,BI
BI,fa12[c]__Org1,FACOALAI17__Org1,BI
BI,FACOALAI17__Org1,aihpdcoa[c]__Org1,BI
BI,FACOALAI17__Org1,amp[c]__Org1,BI
BI,atp[c]__Org1,FACOALAI17__Org1,BI
BI,coa[c]__Org1,FACOALAI17__Org1,BI
BI,FACOALAI17__Org1,ppi[c]__Org1,BI
BI,fa1[c]__Org1,FACOALI14__Org1,BI
BI,FACOALI14__Org1,amp[c]__Org1,BI
BI,atp[c]__Org1,FACOALI14__Org1,BI
BI,coa[c]__Org1,FACOALI14__Org1,BI
BI,FACOALI14__Org1,itdcoa[c]__Org1,BI
BI,FACOALI14__Org1,ppi[c]__Org1,BI
BI,fa3[c]__Org1,FACOALI15__Org1,BI
BI,FACOALI15__Org1,amp[c]__Org1,BI
BI,atp[c]__Org1,FACOALI15__Org1,BI
BI,coa[c]__Org1,FACOALI15__Org1,BI
BI,FACOALI15__Org1,ipdcoa[c]__Org1,BI
BI,FACOALI15__Org1,ppi[c]__Org1,BI
BI,fa6[c]__Org1,FACOALI16__Org1,BI
BI,FACOALI16__Org1,amp[c]__Org1,BI
BI,atp[c]__Org1,FACOALI16__Org1,BI
BI,coa[c]__Org1,FACOALI16__Org1,BI
BI,FACOALI16__Org1,ihdcoa[c]__Org1,BI
BI,FACOALI16__Org1,ppi[c]__Org1,BI
BI,fa11[c]__Org1,FACOALI17__Org1,BI
BI,FACOALI17__Org1,amp[c]__Org1,BI
BI,atp[c]__Org1,FACOALI17__Org1,BI
BI,coa[c]__Org1,FACOALI17__Org1,BI
BI,FACOALI17__Org1,ihpdcoa[c]__Org1,BI
BI,FACOALI17__Org1,ppi[c]__Org1,BI
BI,fdp[c]__Org1,FBA__Org1,BI
BI,FBA__Org1,dhap[c]__Org1,BI
BI,FBA__Org1,g3p[c]__Org1,BI
BI,f1p[c]__Org1,FBA2__Org1,BI
BI,FBA2__Org1,dhap[c]__Org1,BI
BI,FBA2__Org1,glyald[c]__Org1,BI
BI,s17bp[c]__Org1,FBA3__Org1,BI
BI,FBA3__Org1,dhap[c]__Org1,BI
BI,FBA3__Org1,e4p[c]__Org1,BI
BI,FCI__Org1,fcl_L[c]__Org1,BI
BI,fuc_L[c]__Org1,FCI__Org1,BI
BI,FCLK__Org1,fc1p[c]__Org1,BI
BI,FCLK__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,FCLK__Org1,BI
BI,fcl_L[c]__Org1,FCLK__Org1,BI
BI,FCLK__Org1,h[c]__Org1,BI
BI,FCLPA__Org1,lald_L[c]__Org1,BI
BI,FCLPA__Org1,dhap[c]__Org1,BI
BI,fc1p[c]__Org1,FCLPA__Org1,BI
BI,FE2abc__Org1,fe2[c]__Org1,BI
BI,FE2abc__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,FE2abc__Org1,BI
BI,fe2[e]__Org1,FE2abc__Org1,BI
BI,h2o[c]__Org1,FE2abc__Org1,BI
BI,FE2abc__Org1,h[c]__Org1,BI
BI,FE2abc__Org1,pi[c]__Org1,BI
BI,FE3abc__Org1,fe3[c]__Org1,BI
BI,FE3abc__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,FE3abc__Org1,BI
BI,fe3[e]__Org1,FE3abc__Org1,BI
BI,h2o[c]__Org1,FE3abc__Org1,BI
BI,FE3abc__Org1,h[c]__Org1,BI
BI,FE3abc__Org1,pi[c]__Org1,BI
BI,fe2[c]__Org1,FERO__Org1,BI
BI,FERO__Org1,fe3[c]__Org1,BI
BI,FERO__Org1,h2o[c]__Org1,BI
BI,h[c]__Org1,FERO__Org1,BI
BI,o2[c]__Org1,FERO__Org1,BI
BI,FFSD__Org1,fru[c]__Org1,BI
BI,FFSD__Org1,g6p[c]__Org1,BI
BI,suc6p[c]__Org1,FFSD__Org1,BI
BI,h2o[c]__Org1,FFSD__Org1,BI
BI,FMNAT__Org1,fad[c]__Org1,BI
BI,atp[c]__Org1,FMNAT__Org1,BI
BI,fmn[c]__Org1,FMNAT__Org1,BI
BI,h[c]__Org1,FMNAT__Org1,BI
BI,FMNAT__Org1,ppi[c]__Org1,BI
BI,fmn[c]__Org1,FMNRx2__Org1,BI
BI,FMNRx2__Org1,fmnh2[c]__Org1,BI
BI,h[c]__Org1,FMNRx2__Org1,BI
BI,FMNRx2__Org1,nadp[c]__Org1,BI
BI,nadph[c]__Org1,FMNRx2__Org1,BI
BI,FOLABCCte__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,FOLABCCte__Org1,BI
BI,fol[c]__Org1,FOLABCCte__Org1,BI
BI,FOLABCCte__Org1,fol[e]__Org1,BI
BI,h2o[c]__Org1,FOLABCCte__Org1,BI
BI,FOLABCCte__Org1,h[c]__Org1,BI
BI,FOLABCCte__Org1,pi[c]__Org1,BI
BI,2ahhmd[c]__Org1,FOLD3__Org1,BI
BI,4abz[c]__Org1,FOLD3__Org1,BI
BI,FOLD3__Org1,dhpt[c]__Org1,BI
BI,FOLD3__Org1,ppi[c]__Org1,BI
BI,fol[c]__Org1,FOLte__Org1,BI
BI,FOLte__Org1,fol[e]__Org1,BI
BI,FORt__Org1,for[c]__Org1,BI
BI,for[e]__Org1,FORt__Org1,BI
BI,FPGS__Org1,5thf[c]__Org1,BI
BI,FPGS__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,FPGS__Org1,BI
BI,glu_L[c]__Org1,FPGS__Org1,BI
BI,FPGS__Org1,h2o[c]__Org1,BI
BI,FPGS__Org1,h[c]__Org1,BI
BI,FPGS__Org1,pi[c]__Org1,BI
BI,thf[c]__Org1,FPGS__Org1,BI
BI,FPGS7__Org1,10fthf5glu[c]__Org1,BI
BI,10fthf[c]__Org1,FPGS7__Org1,BI
BI,FPGS7__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,FPGS7__Org1,BI
BI,glu_L[c]__Org1,FPGS7__Org1,BI
BI,FPGS7__Org1,h2o[c]__Org1,BI
BI,FPGS7__Org1,h[c]__Org1,BI
BI,FPGS7__Org1,pi[c]__Org1,BI
BI,FPGS_tm__Org1,thfglu[c]__Org1,BI
BI,FPGS_tm__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,FPGS_tm__Org1,BI
BI,glu_L[c]__Org1,FPGS_tm__Org1,BI
BI,FPGS_tm__Org1,h[c]__Org1,BI
BI,FPGS_tm__Org1,pi[c]__Org1,BI
BI,thf[c]__Org1,FPGS_tm__Org1,BI
BI,FRD2__Org1,succ[c]__Org1,BI
BI,fum[c]__Org1,FRD2__Org1,BI
BI,mql8[c]__Org1,FRD2__Org1,BI
BI,FRD2__Org1,mqn8[c]__Org1,BI
BI,FRD3__Org1,2dmmq8[c]__Org1,BI
BI,2dmmql8[c]__Org1,FRD3__Org1,BI
BI,fum[c]__Org1,FRD3__Org1,BI
BI,FRD3__Org1,succ[c]__Org1,BI
BI,fum[c]__Org1,FRD7__Org1,BI
BI,FRD7__Org1,q8[c]__Org1,BI
BI,q8h2[c]__Org1,FRD7__Org1,BI
BI,FRD7__Org1,succ[c]__Org1,BI
BI,FRDOr__Org1,fdxox[c]__Org1,BI
BI,fdxrd[c]__Org1,FRDOr__Org1,BI
BI,FRDOr__Org1,h[c]__Org1,BI
BI,nadp[c]__Org1,FRDOr__Org1,BI
BI,FRDOr__Org1,nadph[c]__Org1,BI
BI,FRUt2r__Org1,fru[c]__Org1,BI
BI,fru[e]__Org1,FRUt2r__Org1,BI
BI,FRUt2r__Org1,h[c]__Org1,BI
BI,h[e]__Org1,FRUt2r__Org1,BI
BI,frdp[c]__Org1,FT__Org1,BI
BI,FT__Org1,ttc_ggdp[c]__Org1,BI
BI,ipdp[c]__Org1,FT__Org1,BI
BI,FT__Org1,ppi[c]__Org1,BI
BI,5fthf[c]__Org1,FTHFCL__Org1,BI
BI,FTHFCL__Org1,methf[c]__Org1,BI
BI,FTHFCL__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,FTHFCL__Org1,BI
BI,FTHFCL__Org1,pi[c]__Org1,BI
BI,FTHFL__Org1,10fthf[c]__Org1,BI
BI,FTHFL__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,FTHFL__Org1,BI
BI,for[c]__Org1,FTHFL__Org1,BI
BI,FTHFL__Org1,pi[c]__Org1,BI
BI,thf[c]__Org1,FTHFL__Org1,BI
BI,FUCt2_1__Org1,fuc_L[c]__Org1,BI
BI,fuc_L[e]__Org1,FUCt2_1__Org1,BI
BI,FUCt2_1__Org1,h[c]__Org1,BI
BI,h[e]__Org1,FUCt2_1__Org1,BI
BI,FUM__Org1,mal_L[c]__Org1,BI
BI,fum[c]__Org1,FUM__Org1,BI
BI,h2o[c]__Org1,FUM__Org1,BI
BI,FUMt2__Org1,fum[c]__Org1,BI
BI,fum[e]__Org1,FUMt2__Org1,BI
BI,FUMt2__Org1,h[c]__Org1,BI
BI,h[e]__Org1,FUMt2__Org1,BI
BI,G1PACT__Org1,acgam1p[c]__Org1,BI
BI,gam1p[c]__Org1,G1PACT__Org1,BI
BI,accoa[c]__Org1,G1PACT__Org1,BI
BI,G1PACT__Org1,coa[c]__Org1,BI
BI,G1PACT__Org1,h[c]__Org1,BI
BI,glyc3p[c]__Org1,G3PCT__Org1,BI
BI,G3PCT__Org1,cdpglyc[c]__Org1,BI
BI,ctp[c]__Org1,G3PCT__Org1,BI
BI,h[c]__Org1,G3PCT__Org1,BI
BI,G3PCT__Org1,ppi[c]__Org1,BI
BI,G3PD1__Org1,dhap[c]__Org1,BI
BI,glyc3p[c]__Org1,G3PD1__Org1,BI
BI,G3PD1__Org1,h[c]__Org1,BI
BI,nad[c]__Org1,G3PD1__Org1,BI
BI,G3PD1__Org1,nadh[c]__Org1,BI
BI,G3PD2__Org1,dhap[c]__Org1,BI
BI,glyc3p[c]__Org1,G3PD2__Org1,BI
BI,G3PD2__Org1,h[c]__Org1,BI
BI,nadp[c]__Org1,G3PD2__Org1,BI
BI,G3PD2__Org1,nadph[c]__Org1,BI
BI,G5SADs__Org1,1pyr5c[c]__Org1,BI
BI,glu5sa[c]__Org1,G5SADs__Org1,BI
BI,G5SADs__Org1,h2o[c]__Org1,BI
BI,G5SADs__Org1,h[c]__Org1,BI
BI,glu5p[c]__Org1,G5SDr__Org1,BI
BI,G5SDr__Org1,glu5sa[c]__Org1,BI
BI,h[c]__Org1,G5SDr__Org1,BI
BI,G5SDr__Org1,nadp[c]__Org1,BI
BI,nadph[c]__Org1,G5SDr__Org1,BI
BI,G5SDr__Org1,pi[c]__Org1,BI
BI,G6PDA__Org1,f6p[c]__Org1,BI
BI,gam6p[c]__Org1,G6PDA__Org1,BI
BI,h2o[c]__Org1,G6PDA__Org1,BI
BI,G6PDA__Org1,nh4[c]__Org1,BI
BI,G6PDH2__Org1,6pgl[c]__Org1,BI
BI,g6p[c]__Org1,G6PDH2__Org1,BI
BI,G6PDH2__Org1,h[c]__Org1,BI
BI,nadp[c]__Org1,G6PDH2__Org1,BI
BI,G6PDH2__Org1,nadph[c]__Org1,BI
BI,G6PI__Org1,g6p_B[c]__Org1,BI
BI,g6p[c]__Org1,G6PI__Org1,BI
BI,G6PI3__Org1,f6p[c]__Org1,BI
BI,g6p_B[c]__Org1,G6PI3__Org1,BI
BI,galam6p[c]__Org1,GALAM6PDA__Org1,BI
BI,GALAM6PDA__Org1,tag6p_D[c]__Org1,BI
BI,h2o[c]__Org1,GALAM6PDA__Org1,BI
BI,GALAM6PDA__Org1,nh4[c]__Org1,BI
BI,GALAMt2r__Org1,galam[c]__Org1,BI
BI,galam[e]__Org1,GALAMt2r__Org1,BI
BI,GALAMt2r__Org1,h[c]__Org1,BI
BI,h[e]__Org1,GALAMt2r__Org1,BI
BI,GALASE_LACTL__Org1,gal[c]__Org1,BI
BI,lactl[c]__Org1,GALASE_LACTL__Org1,BI
BI,GALASE_LACTL__Org1,fru[c]__Org1,BI
BI,h2o[c]__Org1,GALASE_LACTL__Org1,BI
BI,GALASE_OGLYCAN1e__Org1,core6[e]__Org1,BI
BI,f1a[e]__Org1,GALASE_OGLYCAN1e__Org1,BI
BI,GALASE_OGLYCAN1e__Org1,gal[e]__Org1,BI
BI,h2o[e]__Org1,GALASE_OGLYCAN1e__Org1,BI
BI,T_antigen[e]__Org1,GALASE_OGLYCAN2e__Org1,BI
BI,GALASE_OGLYCAN2e__Org1,Tn_antigen[e]__Org1,BI
BI,GALASE_OGLYCAN2e__Org1,gal[e]__Org1,BI
BI,h2o[e]__Org1,GALASE_OGLYCAN2e__Org1,BI
BI,GALASE_OGLYCAN3e__Org1,Tn_antigen[e]__Org1,BI
BI,core8[e]__Org1,GALASE_OGLYCAN3e__Org1,BI
BI,GALASE_OGLYCAN3e__Org1,gal[e]__Org1,BI
BI,h2o[e]__Org1,GALASE_OGLYCAN3e__Org1,BI
BI,GALK__Org1,gal1p[c]__Org1,BI
BI,GALK__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,GALK__Org1,BI
BI,gal[c]__Org1,GALK__Org1,BI
BI,GALK__Org1,h[c]__Org1,BI
BI,GALNACASE_OGLYCAN1e__Org1,Ser_Thr[e]__Org1,BI
BI,Tn_antigen[e]__Org1,GALNACASE_OGLYCAN1e__Org1,BI
BI,GALNACASE_OGLYCAN1e__Org1,acgal[e]__Org1,BI
BI,h2o[e]__Org1,GALNACASE_OGLYCAN1e__Org1,BI
BI,GALNACASE_OGLYCAN2e__Org1,Tn_antigen[e]__Org1,BI
BI,GALNACASE_OGLYCAN2e__Org1,acgal[e]__Org1,BI
BI,core5[e]__Org1,GALNACASE_OGLYCAN2e__Org1,BI
BI,h2o[e]__Org1,GALNACASE_OGLYCAN2e__Org1,BI
BI,GALNACASE_OGLYCAN3e__Org1,Tn_antigen[e]__Org1,BI
BI,GALNACASE_OGLYCAN3e__Org1,acgal[e]__Org1,BI
BI,core7[e]__Org1,GALNACASE_OGLYCAN3e__Org1,BI
BI,h2o[e]__Org1,GALNACASE_OGLYCAN3e__Org1,BI
BI,melib[c]__Org1,GALS3__Org1,BI
BI,GALS3__Org1,gal[c]__Org1,BI
BI,GALS3__Org1,glc_D[c]__Org1,BI
BI,h2o[c]__Org1,GALS3__Org1,BI
BI,GALT__Org1,udpgal[c]__Org1,BI
BI,gal1p[c]__Org1,GALT__Org1,BI
BI,h[c]__Org1,GALT__Org1,BI
BI,GALT__Org1,ppi[c]__Org1,BI
BI,utp[c]__Org1,GALT__Org1,BI
BI,g1p[c]__Org1,GALU__Org1,BI
BI,GALU__Org1,udpg[c]__Org1,BI
BI,h[c]__Org1,GALU__Org1,BI
BI,GALU__Org1,ppi[c]__Org1,BI
BI,utp[c]__Org1,GALU__Org1,BI
BI,GALabc__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,GALabc__Org1,BI
BI,GALabc__Org1,gal[c]__Org1,BI
BI,gal[e]__Org1,GALabc__Org1,BI
BI,h2o[c]__Org1,GALabc__Org1,BI
BI,GALabc__Org1,h[c]__Org1,BI
BI,GALabc__Org1,pi[c]__Org1,BI
BI,GALt1r__Org1,gal[c]__Org1,BI
BI,gal[e]__Org1,GALt1r__Org1,BI
BI,GALt2_2i__Org1,gal[c]__Org1,BI
BI,gal[e]__Org1,GALt2_2i__Org1,BI
BI,GALt2_2i__Org1,h[c]__Org1,BI
BI,h[e]__Org1,GALt2_2i__Org1,BI
BI,GAPD__Org1,13dpg[c]__Org1,BI
BI,g3p[c]__Org1,GAPD__Org1,BI
BI,GAPD__Org1,h[c]__Org1,BI
BI,nad[c]__Org1,GAPD__Org1,BI
BI,GAPD__Org1,nadh[c]__Org1,BI
BI,pi[c]__Org1,GAPD__Org1,BI
BI,GART__Org1,fgam[c]__Org1,BI
BI,gar[c]__Org1,GART__Org1,BI
BI,GART__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,GART__Org1,BI
BI,for[c]__Org1,GART__Org1,BI
BI,GART__Org1,h[c]__Org1,BI
BI,GART__Org1,pi[c]__Org1,BI
BI,GCALDD__Org1,glyclt[c]__Org1,BI
BI,gcald[c]__Org1,GCALDD__Org1,BI
BI,h2o[c]__Org1,GCALDD__Org1,BI
BI,GCALDD__Org1,h[c]__Org1,BI
BI,nad[c]__Org1,GCALDD__Org1,BI
BI,GCALDD__Org1,nadh[c]__Org1,BI
BI,alpro[c]__Org1,GCCb__Org1,BI
BI,GCCb__Org1,dhlpro[c]__Org1,BI
BI,GCCb__Org1,mlthf[c]__Org1,BI
BI,GCCb__Org1,nh4[c]__Org1,BI
BI,thf[c]__Org1,GCCb__Org1,BI
BI,GCCc__Org1,lpro[c]__Org1,BI
BI,dhlpro[c]__Org1,GCCc__Org1,BI
BI,GCCc__Org1,h[c]__Org1,BI
BI,nad[c]__Org1,GCCc__Org1,BI
BI,GCCc__Org1,nadh[c]__Org1,BI
BI,GCDCHOLBHSe__Org1,C02528[e]__Org1,BI
BI,dgchol[e]__Org1,GCDCHOLBHSe__Org1,BI
BI,GCDCHOLBHSe__Org1,gly[e]__Org1,BI
BI,h2o[e]__Org1,GCDCHOLBHSe__Org1,BI
BI,GCDCHOLBHSe__Org1,h[e]__Org1,BI
BI,GCHOLBHSe__Org1,cholate[e]__Org1,BI
BI,gchola[e]__Org1,GCHOLBHSe__Org1,BI
BI,GCHOLBHSe__Org1,gly[e]__Org1,BI
BI,h2o[e]__Org1,GCHOLBHSe__Org1,BI
BI,GCHOLBHSe__Org1,h[e]__Org1,BI
BI,M01989[e]__Org1,GDCABSHe__Org1,BI
BI,GDCABSHe__Org1,dchac[e]__Org1,BI
BI,GDCABSHe__Org1,gly[e]__Org1,BI
BI,h2o[e]__Org1,GDCABSHe__Org1,BI
BI,GDCABSHe__Org1,h[e]__Org1,BI
BI,f6p[c]__Org1,GF6PTA__Org1,BI
BI,GF6PTA__Org1,gam6p[c]__Org1,BI
BI,gln_L[c]__Org1,GF6PTA__Org1,BI
BI,GF6PTA__Org1,glu_L[c]__Org1,BI
BI,GHMT2r__Org1,gly[c]__Org1,BI
BI,GHMT2r__Org1,h2o[c]__Org1,BI
BI,GHMT2r__Org1,mlthf[c]__Org1,BI
BI,ser_L[c]__Org1,GHMT2r__Org1,BI
BI,thf[c]__Org1,GHMT2r__Org1,BI
BI,gmp[c]__Org1,GK1__Org1,BI
BI,GK1__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,GK1__Org1,BI
BI,GK1__Org1,gdp[c]__Org1,BI
BI,GK2__Org1,dadp[c]__Org1,BI
BI,datp[c]__Org1,GK2__Org1,BI
BI,GK2__Org1,gdp[c]__Org1,BI
BI,gmp[c]__Org1,GK2__Org1,BI
BI,GLCABSHe__Org1,HC02191[e]__Org1,BI
BI,HC02193[e]__Org1,GLCABSHe__Org1,BI
BI,GLCABSHe__Org1,gly[e]__Org1,BI
BI,h2o[e]__Org1,GLCABSHe__Org1,BI
BI,GLCNACASE_OGLYCAN1e__Org1,Tn_antigen[e]__Org1,BI
BI,GLCNACASE_OGLYCAN1e__Org1,acgam[e]__Org1,BI
BI,core6[e]__Org1,GLCNACASE_OGLYCAN1e__Org1,BI
BI,h2o[e]__Org1,GLCNACASE_OGLYCAN1e__Org1,BI
BI,GLCNACASE_OGLYCAN2e__Org1,acgam[e]__Org1,BI
BI,GLCNACASE_OGLYCAN2e__Org1,core2[e]__Org1,BI
BI,gncore2[e]__Org1,GLCNACASE_OGLYCAN2e__Org1,BI
BI,h2o[e]__Org1,GLCNACASE_OGLYCAN2e__Org1,BI
BI,GLCNACASE_OGLYCAN3e__Org1,T_antigen[e]__Org1,BI
BI,GLCNACASE_OGLYCAN3e__Org1,acgam[e]__Org1,BI
BI,core2[e]__Org1,GLCNACASE_OGLYCAN3e__Org1,BI
BI,h2o[e]__Org1,GLCNACASE_OGLYCAN3e__Org1,BI
BI,GLCNACASE_OGLYCAN4e__Org1,T_antigen[e]__Org1,BI
BI,GLCNACASE_OGLYCAN4e__Org1,acgam[e]__Org1,BI
BI,gncore1[e]__Org1,GLCNACASE_OGLYCAN4e__Org1,BI
BI,h2o[e]__Org1,GLCNACASE_OGLYCAN4e__Org1,BI
BI,GLCNACASE_OGLYCAN5e__Org1,acgam[e]__Org1,BI
BI,GLCNACASE_OGLYCAN5e__Org1,core3[e]__Org1,BI
BI,core4[e]__Org1,GLCNACASE_OGLYCAN5e__Org1,BI
BI,h2o[e]__Org1,GLCNACASE_OGLYCAN5e__Org1,BI
BI,GLCNACASE_OGLYCAN6e__Org1,Tn_antigen[e]__Org1,BI
BI,GLCNACASE_OGLYCAN6e__Org1,acgam[e]__Org1,BI
BI,core3[e]__Org1,GLCNACASE_OGLYCAN6e__Org1,BI
BI,h2o[e]__Org1,GLCNACASE_OGLYCAN6e__Org1,BI
BI,glycogen[c]__Org1,GLCP3__Org1,BI
BI,GLCP3__Org1,glycogenb[c]__Org1,BI
BI,GLCP3__Org1,g1p[c]__Org1,BI
BI,h[c]__Org1,GLCP3__Org1,BI
BI,pi[c]__Org1,GLCP3__Org1,BI
BI,sucr[c]__Org1,GLCTR4r__Org1,BI
BI,GLCTR4r__Org1,fru[c]__Org1,BI
BI,GLCTR4r__Org1,g1p[c]__Org1,BI
BI,pi[c]__Org1,GLCTR4r__Org1,BI
BI,GLCURt2r__Org1,glcur[c]__Org1,BI
BI,glcur[e]__Org1,GLCURt2r__Org1,BI
BI,GLCURt2r__Org1,h[c]__Org1,BI
BI,h[e]__Org1,GLCURt2r__Org1,BI
BI,GLCabc__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,GLCabc__Org1,BI
BI,GLCabc__Org1,glc_D[c]__Org1,BI
BI,glc_D[e]__Org1,GLCabc__Org1,BI
BI,h2o[c]__Org1,GLCabc__Org1,BI
BI,GLCabc__Org1,h[c]__Org1,BI
BI,GLCabc__Org1,pi[c]__Org1,BI
BI,GLGC__Org1,adpglc[c]__Org1,BI
BI,atp[c]__Org1,GLGC__Org1,BI
BI,g1p[c]__Org1,GLGC__Org1,BI
BI,h[c]__Org1,GLGC__Org1,BI
BI,GLGC__Org1,ppi[c]__Org1,BI
BI,GLKKpppi__Org1,g6p[c]__Org1,BI
BI,glc_D[c]__Org1,GLKKpppi__Org1,BI
BI,GLKKpppi__Org1,h[c]__Org1,BI
BI,GLKKpppi__Org1,ppi[c]__Org1,BI
BI,pppi[c]__Org1,GLKKpppi__Org1,BI
BI,GLNS__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,GLNS__Org1,BI
BI,GLNS__Org1,gln_L[c]__Org1,BI
BI,glu_L[c]__Org1,GLNS__Org1,BI
BI,GLNS__Org1,h[c]__Org1,BI
BI,nh4[c]__Org1,GLNS__Org1,BI
BI,GLNS__Org1,pi[c]__Org1,BI
BI,uaaAgla[c]__Org1,GLNSP1__Org1,BI
BI,GLNSP1__Org1,uaaAgtla[c]__Org1,BI
BI,GLNSP1__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,GLNSP1__Org1,BI
BI,GLNSP1__Org1,h[c]__Org1,BI
BI,nh4[c]__Org1,GLNSP1__Org1,BI
BI,GLNSP1__Org1,pi[c]__Org1,BI
BI,uaaGgla[c]__Org1,GLNSP2__Org1,BI
BI,GLNSP2__Org1,uaaGgtla[c]__Org1,BI
BI,GLNSP2__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,GLNSP2__Org1,BI
BI,GLNSP2__Org1,h[c]__Org1,BI
BI,nh4[c]__Org1,GLNSP2__Org1,BI
BI,GLNSP2__Org1,pi[c]__Org1,BI
BI,uaagmda[c]__Org1,GLNSP3__Org1,BI
BI,GLNSP3__Org1,uaagtmda[c]__Org1,BI
BI,GLNSP3__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,GLNSP3__Org1,BI
BI,GLNSP3__Org1,h[c]__Org1,BI
BI,nh4[c]__Org1,GLNSP3__Org1,BI
BI,GLNSP3__Org1,pi[c]__Org1,BI
BI,GLU5K__Org1,adp[c]__Org1,BI
BI,atp[c]__Org1,GLU5K__Org1,BI
BI,GLU5K__Org1,glu5p[c]__Org1,BI
BI,glu_L[c]__Org1,GLU5K__Org1,BI
BI,GLUDC__Org1,4abut[c]__Org1,BI
BI,GLUDC__Org1,co2[c]__Org1,BI
BI,glu_L[c]__Org1,GLUDC__Org1,BI
BI,h[c]__Org1,GLUDC__Org1,BI
BI,GLUOX__Org1,akg[c]__Org1,BI
BI,GLUOX__Org1,gln_L[c]__Org1,BI
BI,glu_L[c]__Org1,GLUOX__Org1,BI
BI,GLUOX__Org1,h[c]__Org1,BI
BI,nadp[c]__Org1,GLUOX__Org1,BI
BI,GLUOX__Org1,nadph[c]__Org1,BI
BI,GLUPRT__Org1,pram[c]__Org1,BI
BI,gln_L[c]__Org1,GLUPRT__Org1,BI
BI,GLUPRT__Org1,glu_L[c]__Org1,BI
BI,h2o[c]__Org1,GLUPRT__Org1,BI
BI,GLUPRT__Org1,ppi[c]__Org1,BI
BI,prpp[c]__Org1,GLUPRT__Org1,BI
BI,glu_D[c]__Org1,GLUR__Org1,BI
BI,GLUR__Org1,glu_L[c]__Org1,BI
BI,akg[c]__Org1,GLUSx__Org1,BI
BI,gln_L[c]__Org1,GLUSx__Org1,BI
BI,GLUSx__Org1,glu_L[c]__Org1,BI
BI,h[c]__Org1,GLUSx__Org1,BI
BI,GLUSx__Org1,nad[c]__Org1,BI
BI,nadh[c]__Org1,GLUSx__Org1,BI
BI,akg[c]__Org1,GLUSy__Org1,BI
BI,gln_L[c]__Org1,GLUSy__Org1,BI
BI,GLUSy__Org1,glu_L[c]__Org1,BI
BI,h[c]__Org1,GLUSy__Org1,BI
BI,GLUSy__Org1,nadp[c]__Org1,BI
BI,nadph[c]__Org1,GLUSy__Org1,BI
BI,GLUTRS__Org1,glutrna[c]__Org1,BI
BI,trnaglu[c]__Org1,GLUTRS__Org1,BI
