model,source_node_id,target_node_id,compartment
AH,3OAS7M8__Org2,ACP[c]__Org2,AH
AH,3OAS7M8__Org2,co2[c]__Org2,AH
AH,h[c]__Org2,3OAS7M8__Org2,AH
AH,malACP[c]__Org2,3OAS7M8__Org2,AH
AH,hexACP[c]__Org2,3OAS80__Org2,AH
AH,3OAS80__Org2,3ooctACP[c]__Org2,AH
AH,3OAS80__Org2,ACP[c]__Org2,AH
AH,3OAS80__Org2,co2[c]__Org2,AH
AH,h[c]__Org2,3OAS80__Org2,AH
AH,malACP[c]__Org2,3OAS80__Org2,AH
AH,8mdcaACP[c]__Org2,3OAS8M10__Org2,AH
AH,3OAS8M10__Org2,10m3oddcaACP[c]__Org2,AH
AH,3OAS8M10__Org2,ACP[c]__Org2,AH
AH,3OAS8M10__Org2,co2[c]__Org2,AH
AH,h[c]__Org2,3OAS8M10__Org2,AH
AH,malACP[c]__Org2,3OAS8M10__Org2,AH
AH,8mnonACP[c]__Org2,3OAS8M9__Org2,AH
AH,3OAS8M9__Org2,10m3oundecACP[c]__Org2,AH
AH,3OAS8M9__Org2,ACP[c]__Org2,AH
AH,3OAS8M9__Org2,co2[c]__Org2,AH
AH,h[c]__Org2,3OAS8M9__Org2,AH
AH,malACP[c]__Org2,3OAS8M9__Org2,AH
AH,9mdcaACP[c]__Org2,3OAS9M10__Org2,AH
AH,3OAS9M10__Org2,11m3oddcaACP[c]__Org2,AH
AH,3OAS9M10__Org2,ACP[c]__Org2,AH
AH,3OAS9M10__Org2,co2[c]__Org2,AH
AH,h[c]__Org2,3OAS9M10__Org2,AH
AH,malACP[c]__Org2,3OAS9M10__Org2,AH
AH,4hthdp[c]__Org2,4HTHDR__Org2,AH
AH,4HTHDR__Org2,h2o[c]__Org2,AH
AH,h[c]__Org2,4HTHDR__Org2,AH
AH,4HTHDR__Org2,nad[c]__Org2,AH
AH,nadh[c]__Org2,4HTHDR__Org2,AH
AH,4HTHDR__Org2,thdp[c]__Org2,AH
AH,aspsa[c]__Org2,4HTHDS__Org2,AH
AH,pyr[c]__Org2,4HTHDS__Org2,AH
AH,4HTHDS__Org2,4hthdp[c]__Org2,AH
AH,4HTHDS__Org2,h2o[c]__Org2,AH
AH,4HTHDS__Org2,h[c]__Org2,AH
AH,4HTHRS__Org2,4hthr[c]__Org2,AH
AH,phthr[c]__Org2,4HTHRS__Org2,AH
AH,4HTHRS__Org2,pi[c]__Org2,AH
AH,h2o[c]__Org2,4HTHRS__Org2,AH
AH,5aizc[c]__Org2,5AIZCDC__Org2,AH
AH,5AIZCDC__Org2,air[c]__Org2,AH
AH,5AIZCDC__Org2,co2[c]__Org2,AH
AH,h[c]__Org2,5AIZCDC__Org2,AH
AH,ACACT1r__Org2,aacoa[c]__Org2,AH
AH,accoa[c]__Org2,ACACT1r__Org2,AH
AH,ACACT1r__Org2,coa[c]__Org2,AH
AH,ACACT2r__Org2,3ohcoa[c]__Org2,AH
AH,btcoa[c]__Org2,ACACT2r__Org2,AH
AH,accoa[c]__Org2,ACACT2r__Org2,AH
AH,ACACT2r__Org2,coa[c]__Org2,AH
AH,ACACT3r__Org2,3oocoa[c]__Org2,AH
AH,hxcoa[c]__Org2,ACACT3r__Org2,AH
AH,accoa[c]__Org2,ACACT3r__Org2,AH
AH,ACACT3r__Org2,coa[c]__Org2,AH
AH,ACACT4r__Org2,3odcoa[c]__Org2,AH
AH,occoa[c]__Org2,ACACT4r__Org2,AH
AH,accoa[c]__Org2,ACACT4r__Org2,AH
AH,ACACT4r__Org2,coa[c]__Org2,AH
AH,ACACT5r__Org2,3oddcoa[c]__Org2,AH
AH,dcacoa[c]__Org2,ACACT5r__Org2,AH
AH,accoa[c]__Org2,ACACT5r__Org2,AH
AH,ACACT5r__Org2,coa[c]__Org2,AH
AH,ACACT6r__Org2,3otdcoa[c]__Org2,AH
AH,ddcacoa[c]__Org2,ACACT6r__Org2,AH
AH,accoa[c]__Org2,ACACT6r__Org2,AH
AH,ACACT6r__Org2,coa[c]__Org2,AH
AH,ACACT7r__Org2,3ohdcoa[c]__Org2,AH
AH,tdcoa[c]__Org2,ACACT7r__Org2,AH
AH,accoa[c]__Org2,ACACT7r__Org2,AH
AH,ACACT7r__Org2,coa[c]__Org2,AH
AH,adocbip[c]__Org2,ACBIPGT__Org2,AH
AH,ACBIPGT__Org2,agdpcbi[c]__Org2,AH
AH,gtp[c]__Org2,ACBIPGT__Org2,AH
AH,ACBIPGT__Org2,ppi[c]__Org2,AH
AH,h[c]__Org2,ACBIPGT__Org2,AH
AH,ACCOAC__Org2,adp[c]__Org2,AH
AH,atp[c]__Org2,ACCOAC__Org2,AH
AH,hco3[c]__Org2,ACCOAC__Org2,AH
AH,ACCOAC__Org2,malcoa[c]__Org2,AH
AH,accoa[c]__Org2,ACCOAC__Org2,AH
AH,ACCOAC__Org2,h[c]__Org2,AH
AH,ACCOAC__Org2,pi[c]__Org2,AH
AH,ACCOACL__Org2,apoC_Lys_btn[c]__Org2,AH
AH,btn_co2[c]__Org2,ACCOACL__Org2,AH
AH,accoa[c]__Org2,ACCOACL__Org2,AH
AH,ACCOACL__Org2,malcoa[c]__Org2,AH
AH,ACEDIPIT__Org2,acamoxm[c]__Org2,AH
AH,n6all26d[c]__Org2,ACEDIPIT__Org2,AH
AH,akg[c]__Org2,ACEDIPIT__Org2,AH
AH,ACEDIPIT__Org2,glu_L[c]__Org2,AH
AH,uacgam[c]__Org2,ACGAMT__Org2,AH
AH,udcpp[c]__Org2,ACGAMT__Org2,AH
AH,ACGAMT__Org2,ump[c]__Org2,AH
AH,ACGAMT__Org2,unaga[c]__Org2,AH
AH,ACGK__Org2,acg5p[c]__Org2,AH
AH,acglu[c]__Org2,ACGK__Org2,AH
AH,ACGK__Org2,adp[c]__Org2,AH
AH,atp[c]__Org2,ACGK__Org2,AH
AH,accoa[c]__Org2,ACGS__Org2,AH
AH,ACGS__Org2,acglu[c]__Org2,AH
AH,ACGS__Org2,coa[c]__Org2,AH
AH,glu_L[c]__Org2,ACGS__Org2,AH
AH,ACGS__Org2,h[c]__Org2,AH
AH,2obut[c]__Org2,ACHBPL__Org2,AH
AH,hethmpp[c]__Org2,ACHBPL__Org2,AH
AH,ACHBPL__Org2,thmpp[c]__Org2,AH
AH,ACHBPL__Org2,2ahbut[c]__Org2,AH
AH,ac[c]__Org2,ACKr__Org2,AH
AH,ACKr__Org2,actp[c]__Org2,AH
AH,ACKr__Org2,adp[c]__Org2,AH
AH,atp[c]__Org2,ACKr__Org2,AH
AH,ACLS_a__Org2,co2[c]__Org2,AH
AH,h[c]__Org2,ACLS_a__Org2,AH
AH,ACLS_a__Org2,hethmpp[c]__Org2,AH
AH,pyr[c]__Org2,ACLS_a__Org2,AH
AH,thmpp[c]__Org2,ACLS_a__Org2,AH
AH,alac_S[c]__Org2,ACLS_b__Org2,AH
AH,ACLS_b__Org2,hethmpp[c]__Org2,AH
AH,ACLS_b__Org2,pyr[c]__Org2,AH
AH,thmpp[c]__Org2,ACLS_b__Org2,AH
AH,1tdecg3p[c]__Org2,ACOAAGPAT140__Org2,AH
AH,ACOAAGPAT140__Org2,pa140[c]__Org2,AH
AH,ACOAAGPAT140__Org2,coa[c]__Org2,AH
AH,tdcoa[c]__Org2,ACOAAGPAT140__Org2,AH
AH,1hdecg3p[c]__Org2,ACOAAGPAT160__Org2,AH
AH,ACOAAGPAT160__Org2,pa160[c]__Org2,AH
AH,pmtcoa[c]__Org2,ACOAAGPAT160__Org2,AH
AH,ACOAAGPAT160__Org2,coa[c]__Org2,AH
AH,1odecg3p[c]__Org2,ACOAAGPAT180__Org2,AH
AH,ACOAAGPAT180__Org2,pa180[c]__Org2,AH
AH,stcoa[c]__Org2,ACOAAGPAT180__Org2,AH
AH,ACOAAGPAT180__Org2,coa[c]__Org2,AH
AH,1aipdecg3p[c]__Org2,ACOAAGPATAI15__Org2,AH
AH,aipdcoa[c]__Org2,ACOAAGPATAI15__Org2,AH
AH,ACOAAGPATAI15__Org2,paai15[c]__Org2,AH
AH,ACOAAGPATAI15__Org2,coa[c]__Org2,AH
AH,ACOAAGPATAI15__Org2,h[c]__Org2,AH
AH,1aihpdecg3p[c]__Org2,ACOAAGPATAI17__Org2,AH
AH,aihpdcoa[c]__Org2,ACOAAGPATAI17__Org2,AH
AH,ACOAAGPATAI17__Org2,paai17[c]__Org2,AH
AH,ACOAAGPATAI17__Org2,coa[c]__Org2,AH
AH,1itdecg3p[c]__Org2,ACOAAGPATI14__Org2,AH
AH,itdcoa[c]__Org2,ACOAAGPATI14__Org2,AH
AH,ACOAAGPATI14__Org2,pai14[c]__Org2,AH
AH,ACOAAGPATI14__Org2,coa[c]__Org2,AH
AH,ACOAAGPATI14__Org2,h[c]__Org2,AH
AH,1ipdecg3p[c]__Org2,ACOAAGPATI15__Org2,AH
AH,ipdcoa[c]__Org2,ACOAAGPATI15__Org2,AH
AH,ACOAAGPATI15__Org2,pai15[c]__Org2,AH
AH,ACOAAGPATI15__Org2,coa[c]__Org2,AH
AH,ACOAAGPATI15__Org2,h[c]__Org2,AH
AH,1ihdecg3p[c]__Org2,ACOAAGPATI16__Org2,AH
AH,ihdcoa[c]__Org2,ACOAAGPATI16__Org2,AH
AH,ACOAAGPATI16__Org2,pai16[c]__Org2,AH
AH,ACOAAGPATI16__Org2,coa[c]__Org2,AH
AH,ACOAAGPATI16__Org2,h[c]__Org2,AH
AH,1ihpdecg3p[c]__Org2,ACOAAGPATI17__Org2,AH
AH,ihpdcoa[c]__Org2,ACOAAGPATI17__Org2,AH
AH,ACOAAGPATI17__Org2,pai17[c]__Org2,AH
AH,ACOAAGPATI17__Org2,coa[c]__Org2,AH
AH,b2coa[c]__Org2,ACOAD1i__Org2,AH
AH,ACOAD1i__Org2,btcoa[c]__Org2,AH
AH,h[c]__Org2,ACOAD1i__Org2,AH
AH,ACOAD1i__Org2,nad[c]__Org2,AH
AH,nadh[c]__Org2,ACOAD1i__Org2,AH
AH,ACOAD20__Org2,2mb2coa[c]__Org2,AH
AH,o2[c]__Org2,ACOAD20__Org2,AH
AH,2mbcoa[c]__Org2,ACOAD20__Org2,AH
AH,ACOAD20__Org2,h2o[c]__Org2,AH
AH,ACOADH2__Org2,2mp2coa[c]__Org2,AH
AH,ibcoa[c]__Org2,ACOADH2__Org2,AH
AH,ACOADH2__Org2,h2o[c]__Org2,AH
AH,o2[c]__Org2,ACOADH2__Org2,AH
AH,ACOATA__Org2,acACP[c]__Org2,AH
AH,ACP[c]__Org2,ACOATA__Org2,AH
AH,accoa[c]__Org2,ACOATA__Org2,AH
AH,ACOATA__Org2,coa[c]__Org2,AH
AH,ACOCT__Org2,Naccitr_L[c]__Org2,AH
AH,acorn[c]__Org2,ACOCT__Org2,AH
AH,cbp[c]__Org2,ACOCT__Org2,AH
AH,ACOCT__Org2,pi[c]__Org2,AH
AH,ACODAr__Org2,orn[c]__Org2,AH
AH,ACODAr__Org2,ac[c]__Org2,AH
AH,acorn[c]__Org2,ACODAr__Org2,AH
AH,h2o[c]__Org2,ACODAr__Org2,AH
AH,cit[c]__Org2,ACONT__Org2,AH
AH,ACONT__Org2,icit[c]__Org2,AH
AH,ACOTA__Org2,acg5sa[c]__Org2,AH
AH,acorn[c]__Org2,ACOTA__Org2,AH
AH,akg[c]__Org2,ACOTA__Org2,AH
AH,ACOTA__Org2,glu_L[c]__Org2,AH
AH,apoACP[c]__Org2,ACPS1__Org2,AH
AH,ACPS1__Org2,pap[c]__Org2,AH
AH,ACPS1__Org2,ACP[c]__Org2,AH
AH,coa[c]__Org2,ACPS1__Org2,AH
AH,ACPS1__Org2,h[c]__Org2,AH
AH,13dpg[c]__Org2,ACYP__Org2,AH
AH,ACYP__Org2,3pg[c]__Org2,AH
AH,h2o[c]__Org2,ACYP__Org2,AH
AH,ACYP__Org2,h[c]__Org2,AH
AH,ACYP__Org2,pi[c]__Org2,AH
AH,ACYP_2__Org2,ac[c]__Org2,AH
AH,actp[c]__Org2,ACYP_2__Org2,AH
AH,h2o[c]__Org2,ACYP_2__Org2,AH
AH,ACYP_2__Org2,h[c]__Org2,AH
AH,ACYP_2__Org2,pi[c]__Org2,AH
AH,ac[e]__Org2,ACtr__Org2,AH
AH,ACtr__Org2,ac[c]__Org2,AH
AH,adcobhex[c]__Org2,ADCOBASr__Org2,AH
AH,ADCOBASr__Org2,adocbi[c]__Org2,AH
AH,appl[c]__Org2,ADCOBASr__Org2,AH
AH,ADCOBASr__Org2,h2o[c]__Org2,AH
AH,adcobhex[c]__Org2,ADCPS1__Org2,AH
AH,ADCPS1__Org2,adocbi[c]__Org2,AH
AH,ADCPS1__Org2,adp[c]__Org2,AH
AH,appl[c]__Org2,ADCPS1__Org2,AH
AH,atp[c]__Org2,ADCPS1__Org2,AH
AH,ADCPS1__Org2,h[c]__Org2,AH
AH,ADCPS1__Org2,pi[c]__Org2,AH
AH,applp[c]__Org2,ADCPS2__Org2,AH
AH,adcobhex[c]__Org2,ADCPS2__Org2,AH
AH,ADCPS2__Org2,adocbip[c]__Org2,AH
AH,ADCPS2__Org2,adp[c]__Org2,AH
AH,atp[c]__Org2,ADCPS2__Org2,AH
AH,ADCPS2__Org2,h[c]__Org2,AH
AH,ADCPS2__Org2,pi[c]__Org2,AH
AH,adcobdam[c]__Org2,ADCYRS__Org2,AH
AH,gln_L[c]__Org2,ADCYRS__Org2,AH
AH,ADCYRS__Org2,adcobhex[c]__Org2,AH
AH,ADCYRS__Org2,adp[c]__Org2,AH
AH,atp[c]__Org2,ADCYRS__Org2,AH
AH,ADCYRS__Org2,glu_L[c]__Org2,AH
AH,h2o[c]__Org2,ADCYRS__Org2,AH
AH,ADCYRS__Org2,h[c]__Org2,AH
AH,ADCYRS__Org2,pi[c]__Org2,AH
AH,amp[c]__Org2,ADK1__Org2,AH
AH,ADK1__Org2,adp[c]__Org2,AH
AH,atp[c]__Org2,ADK1__Org2,AH
AH,ADK10__Org2,dtdp[c]__Org2,AH
AH,dttp[c]__Org2,ADK10__Org2,AH
AH,ADK10__Org2,adp[c]__Org2,AH
AH,amp[c]__Org2,ADK10__Org2,AH
AH,ADK11__Org2,dudp[c]__Org2,AH
AH,dutp[c]__Org2,ADK11__Org2,AH
AH,ADK11__Org2,adp[c]__Org2,AH
AH,amp[c]__Org2,ADK11__Org2,AH
AH,pppi[c]__Org2,ADK2__Org2,AH
AH,ADK2__Org2,adp[c]__Org2,AH
AH,amp[c]__Org2,ADK2__Org2,AH
AH,ADK2__Org2,ppi[c]__Org2,AH
AH,ADK3__Org2,gdp[c]__Org2,AH
AH,ADK3__Org2,adp[c]__Org2,AH
AH,amp[c]__Org2,ADK3__Org2,AH
AH,gtp[c]__Org2,ADK3__Org2,AH
AH,ADK5__Org2,cdp[c]__Org2,AH
AH,ctp[c]__Org2,ADK5__Org2,AH
AH,ADK5__Org2,adp[c]__Org2,AH
AH,amp[c]__Org2,ADK5__Org2,AH
AH,ADK7__Org2,dadp[c]__Org2,AH
AH,datp[c]__Org2,ADK7__Org2,AH
AH,ADK7__Org2,adp[c]__Org2,AH
AH,amp[c]__Org2,ADK7__Org2,AH
AH,ADK8__Org2,dcdp[c]__Org2,AH
AH,dctp[c]__Org2,ADK8__Org2,AH
AH,ADK8__Org2,adp[c]__Org2,AH
AH,amp[c]__Org2,ADK8__Org2,AH
AH,ADK9__Org2,dgdp[c]__Org2,AH
AH,dgtp[c]__Org2,ADK9__Org2,AH
AH,ADK9__Org2,adp[c]__Org2,AH
AH,amp[c]__Org2,ADK9__Org2,AH
AH,adocbi[c]__Org2,ADOCBIK__Org2,AH
AH,ADOCBIK__Org2,adocbip[c]__Org2,AH
AH,ADOCBIK__Org2,adp[c]__Org2,AH
AH,atp[c]__Org2,ADOCBIK__Org2,AH
AH,ADOCBIK__Org2,h[c]__Org2,AH
AH,adocbi[c]__Org2,ADOCBIK2__Org2,AH
AH,ADOCBIK2__Org2,adocbip[c]__Org2,AH
AH,ADOCBIK2__Org2,gdp[c]__Org2,AH
AH,gtp[c]__Org2,ADOCBIK2__Org2,AH
AH,ADOCBIK2__Org2,h[c]__Org2,AH
AH,ADOCBLS__Org2,adocbl[c]__Org2,AH
AH,ADOCBLS__Org2,gmp[c]__Org2,AH
AH,rdmbzi[c]__Org2,ADOCBLS__Org2,AH
AH,agdpcbi[c]__Org2,ADOCBLS__Org2,AH
AH,ADOCBLS__Org2,h[c]__Org2,AH
AH,ade[c]__Org2,ADPT__Org2,AH
AH,prpp[c]__Org2,ADPT__Org2,AH
AH,ADPT__Org2,amp[c]__Org2,AH
AH,ADPT__Org2,ppi[c]__Org2,AH
AH,dcamp[c]__Org2,ADSL1r__Org2,AH
AH,ADSL1r__Org2,fum[c]__Org2,AH
AH,ADSL1r__Org2,amp[c]__Org2,AH
AH,25aics[c]__Org2,ADSL2r__Org2,AH
AH,ADSL2r__Org2,aicar[c]__Org2,AH
AH,ADSL2r__Org2,fum[c]__Org2,AH
AH,asp_L[c]__Org2,ADSS__Org2,AH
AH,imp[c]__Org2,ADSS__Org2,AH
AH,ADSS__Org2,dcamp[c]__Org2,AH
AH,ADSS__Org2,gdp[c]__Org2,AH
AH,gtp[c]__Org2,ADSS__Org2,AH
AH,ADSS__Org2,h[c]__Org2,AH
AH,ADSS__Org2,pi[c]__Org2,AH
AH,acgam6p[c]__Org2,AGDC__Org2,AH
AH,AGDC__Org2,gam6p[c]__Org2,AH
AH,AGDC__Org2,ac[c]__Org2,AH
AH,h2o[c]__Org2,AGDC__Org2,AH
AH,1ddecg3p[c]__Org2,AGPAT120__Org2,AH
AH,AGPAT120__Org2,pa120[c]__Org2,AH
AH,AGPAT120__Org2,ACP[c]__Org2,AH
AH,ddcaACP[c]__Org2,AGPAT120__Org2,AH
AH,1tdecg3p[c]__Org2,AGPAT140__Org2,AH
AH,AGPAT140__Org2,ACP[c]__Org2,AH
AH,myrsACP[c]__Org2,AGPAT140__Org2,AH
AH,AGPAT140__Org2,pa140[c]__Org2,AH
AH,1tdec7eg3p[c]__Org2,AGPAT141__Org2,AH
AH,AGPAT141__Org2,pa141[c]__Org2,AH
AH,tdeACP[c]__Org2,AGPAT141__Org2,AH
AH,AGPAT141__Org2,ACP[c]__Org2,AH
AH,1hdecg3p[c]__Org2,AGPAT160__Org2,AH
AH,AGPAT160__Org2,ACP[c]__Org2,AH
AH,AGPAT160__Org2,pa160[c]__Org2,AH
AH,palmACP[c]__Org2,AGPAT160__Org2,AH
AH,1hdec9eg3p[c]__Org2,AGPAT161__Org2,AH
AH,hdeACP[c]__Org2,AGPAT161__Org2,AH
AH,AGPAT161__Org2,pa161[c]__Org2,AH
AH,AGPAT161__Org2,ACP[c]__Org2,AH
AH,ocdcaACP[c]__Org2,AGPAT180__Org2,AH
AH,1odecg3p[c]__Org2,AGPAT180__Org2,AH
AH,AGPAT180__Org2,ACP[c]__Org2,AH
AH,AGPAT180__Org2,pa180[c]__Org2,AH
AH,1odec11eg3p[c]__Org2,AGPAT181__Org2,AH
AH,octeACP[c]__Org2,AGPAT181__Org2,AH
AH,AGPAT181__Org2,pa181[c]__Org2,AH
AH,AGPAT181__Org2,ACP[c]__Org2,AH
AH,AGPR__Org2,acg5p[c]__Org2,AH
AH,acg5sa[c]__Org2,AGPR__Org2,AH
AH,AGPR__Org2,h[c]__Org2,AH
AH,nadp[c]__Org2,AGPR__Org2,AH
AH,AGPR__Org2,nadph[c]__Org2,AH
AH,pi[c]__Org2,AGPR__Org2,AH
AH,ahcys[c]__Org2,AHCYSNS_r__Org2,AH
AH,AHCYSNS_r__Org2,rhcys[c]__Org2,AH
AH,AHCYSNS_r__Org2,ade[c]__Org2,AH
AH,h2o[c]__Org2,AHCYSNS_r__Org2,AH
AH,AHEXASE3__Org2,acgam[c]__Org2,AH
AH,chtbs[c]__Org2,AHEXASE3__Org2,AH
AH,h2o[c]__Org2,AHEXASE3__Org2,AH
AH,AHMMPS__Org2,4ahmmp[c]__Org2,AH
AH,AHMMPS__Org2,gcald[c]__Org2,AH
AH,air[c]__Org2,AHMMPS__Org2,AH
AH,h2o[c]__Org2,AHMMPS__Org2,AH
AH,AHMMPS__Org2,o2[c]__Org2,AH
AH,AHMMPS__Org2,pi[c]__Org2,AH
AH,achms[c]__Org2,AHSERL2__Org2,AH
AH,h2s[c]__Org2,AHSERL2__Org2,AH
AH,AHSERL2__Org2,hcys_L[c]__Org2,AH
AH,AHSERL2__Org2,ac[c]__Org2,AH
AH,AHSERL2__Org2,h[c]__Org2,AH
AH,AHSERL3__Org2,so3[c]__Org2,AH
AH,AHSERL3__Org2,trdox[c]__Org2,AH
AH,trdrd[c]__Org2,AHSERL3__Org2,AH
AH,tsul[c]__Org2,AHSERL3__Org2,AH
AH,AHSERL3__Org2,ac[c]__Org2,AH
AH,achms[c]__Org2,AHSERL3__Org2,AH
AH,AHSERL3__Org2,h[c]__Org2,AH
AH,AHSERL3__Org2,hcys_L[c]__Org2,AH
AH,10fthf[c]__Org2,AICART__Org2,AH
AH,AICART__Org2,fprica[c]__Org2,AH
AH,AICART__Org2,thf[c]__Org2,AH
AH,aicar[c]__Org2,AICART__Org2,AH
AH,14mpalmACP[c]__Org2,AIHPDCOATA__Org2,AH
AH,AIHPDCOATA__Org2,ACP[c]__Org2,AH
AH,AIHPDCOATA__Org2,aihpdcoa[c]__Org2,AH
AH,coa[c]__Org2,AIHPDCOATA__Org2,AH
AH,12mmyrsACP[c]__Org2,AIPDCOATA__Org2,AH
AH,AIPDCOATA__Org2,ACP[c]__Org2,AH
AH,AIPDCOATA__Org2,aipdcoa[c]__Org2,AH
AH,coa[c]__Org2,AIPDCOATA__Org2,AH
AH,AIRC4__Org2,5aizc[c]__Org2,AH
AH,AIRC4__Org2,adp[c]__Org2,AH
AH,air[c]__Org2,AIRC4__Org2,AH
AH,atp[c]__Org2,AIRC4__Org2,AH
AH,AIRC4__Org2,h[c]__Org2,AH
AH,hco3[c]__Org2,AIRC4__Org2,AH
AH,AIRC4__Org2,pi[c]__Org2,AH
AH,ala_D[c]__Org2,ALAALA__Org2,AH
AH,ALAALA__Org2,alaala[c]__Org2,AH
AH,ALAALA__Org2,adp[c]__Org2,AH
AH,atp[c]__Org2,ALAALA__Org2,AH
AH,ALAALA__Org2,h[c]__Org2,AH
AH,ALAALA__Org2,pi[c]__Org2,AH
AH,ALAASP1c__Org2,ala_L[c]__Org2,AH
AH,alaasp[c]__Org2,ALAASP1c__Org2,AH
AH,ALAASP1c__Org2,asp_L[c]__Org2,AH
AH,h2o[c]__Org2,ALAASP1c__Org2,AH
AH,alaasp[e]__Org2,ALAASPabc__Org2,AH
AH,ALAASPabc__Org2,adp[c]__Org2,AH
AH,ALAASPabc__Org2,alaasp[c]__Org2,AH
AH,atp[c]__Org2,ALAASPabc__Org2,AH
AH,h2o[c]__Org2,ALAASPabc__Org2,AH
AH,ALAASPabc__Org2,h[c]__Org2,AH
AH,ALAASPabc__Org2,pi[c]__Org2,AH
AH,ALACI__Org2,33hmeoxobut[c]__Org2,AH
AH,alac_S[c]__Org2,ALACI__Org2,AH
AH,alagln[c]__Org2,ALAGLN1c__Org2,AH
AH,ALAGLN1c__Org2,ala_L[c]__Org2,AH
AH,ALAGLN1c__Org2,gln_L[c]__Org2,AH
AH,h2o[c]__Org2,ALAGLN1c__Org2,AH
AH,alagln[e]__Org2,ALAGLNabc__Org2,AH
AH,ALAGLNabc__Org2,adp[c]__Org2,AH
AH,ALAGLNabc__Org2,alagln[c]__Org2,AH
AH,atp[c]__Org2,ALAGLNabc__Org2,AH
AH,h2o[c]__Org2,ALAGLNabc__Org2,AH
AH,ALAGLNabc__Org2,h[c]__Org2,AH
AH,ALAGLNabc__Org2,pi[c]__Org2,AH
AH,alaglu[c]__Org2,ALAGLU1c__Org2,AH
AH,ALAGLU1c__Org2,ala_L[c]__Org2,AH
AH,ALAGLU1c__Org2,glu_L[c]__Org2,AH
AH,h2o[c]__Org2,ALAGLU1c__Org2,AH
AH,alaglu[e]__Org2,ALAGLUabc__Org2,AH
AH,ALAGLUabc__Org2,adp[c]__Org2,AH
AH,ALAGLUabc__Org2,alaglu[c]__Org2,AH
AH,atp[c]__Org2,ALAGLUabc__Org2,AH
AH,h2o[c]__Org2,ALAGLUabc__Org2,AH
AH,ALAGLUabc__Org2,h[c]__Org2,AH
AH,ALAGLUabc__Org2,pi[c]__Org2,AH
AH,alagly[c]__Org2,ALAGLY1c__Org2,AH
AH,ALAGLY1c__Org2,gly[c]__Org2,AH
AH,ALAGLY1c__Org2,ala_L[c]__Org2,AH
AH,h2o[c]__Org2,ALAGLY1c__Org2,AH
AH,alagly[e]__Org2,ALAGLYabc__Org2,AH
AH,ALAGLYabc__Org2,adp[c]__Org2,AH
AH,ALAGLYabc__Org2,alagly[c]__Org2,AH
AH,atp[c]__Org2,ALAGLYabc__Org2,AH
AH,h2o[c]__Org2,ALAGLYabc__Org2,AH
AH,ALAGLYabc__Org2,h[c]__Org2,AH
AH,ALAGLYabc__Org2,pi[c]__Org2,AH
AH,alahis[c]__Org2,ALAHIS1c__Org2,AH
AH,ALAHIS1c__Org2,his_L[c]__Org2,AH
AH,ALAHIS1c__Org2,ala_L[c]__Org2,AH
AH,h2o[c]__Org2,ALAHIS1c__Org2,AH
AH,alahis[e]__Org2,ALAHISabc__Org2,AH
AH,ALAHISabc__Org2,adp[c]__Org2,AH
AH,ALAHISabc__Org2,alahis[c]__Org2,AH
AH,atp[c]__Org2,ALAHISabc__Org2,AH
AH,h2o[c]__Org2,ALAHISabc__Org2,AH
AH,ALAHISabc__Org2,h[c]__Org2,AH
AH,ALAHISabc__Org2,pi[c]__Org2,AH
AH,alaleu[c]__Org2,ALALEU1c__Org2,AH
AH,ALALEU1c__Org2,leu_L[c]__Org2,AH
AH,ALALEU1c__Org2,ala_L[c]__Org2,AH
AH,h2o[c]__Org2,ALALEU1c__Org2,AH
AH,alaleu[e]__Org2,ALALEUabc__Org2,AH
AH,ALALEUabc__Org2,adp[c]__Org2,AH
AH,ALALEUabc__Org2,alaleu[c]__Org2,AH
AH,atp[c]__Org2,ALALEUabc__Org2,AH
AH,h2o[c]__Org2,ALALEUabc__Org2,AH
AH,ALALEUabc__Org2,h[c]__Org2,AH
AH,ALALEUabc__Org2,pi[c]__Org2,AH
AH,prl45tca[c]__Org2,ALAPGPL__Org2,AH
AH,ALAPGPL__Org2,prl45tcaala[c]__Org2,AH
AH,ala_D[c]__Org2,ALAPGPL__Org2,AH
AH,ALAPGPL__Org2,amp[c]__Org2,AH
AH,atp[c]__Org2,ALAPGPL__Org2,AH
AH,ALAPGPL__Org2,h2o[c]__Org2,AH
AH,ALAPGPL__Org2,ppi[c]__Org2,AH
AH,ALAR__Org2,ala_D[c]__Org2,AH
AH,ala_L[c]__Org2,ALAR__Org2,AH
AH,alathr[c]__Org2,ALATHR1c__Org2,AH
AH,ALATHR1c__Org2,thr_L[c]__Org2,AH
AH,ALATHR1c__Org2,ala_L[c]__Org2,AH
AH,h2o[c]__Org2,ALATHR1c__Org2,AH
AH,alathr[e]__Org2,ALATHRabc__Org2,AH
AH,ALATHRabc__Org2,adp[c]__Org2,AH
AH,ALATHRabc__Org2,alathr[c]__Org2,AH
AH,atp[c]__Org2,ALATHRabc__Org2,AH
AH,h2o[c]__Org2,ALATHRabc__Org2,AH
AH,ALATHRabc__Org2,h[c]__Org2,AH
AH,ALATHRabc__Org2,pi[c]__Org2,AH
AH,ala_L[e]__Org2,ALAt4r__Org2,AH
AH,ALAt4r__Org2,na1[c]__Org2,AH
AH,na1[e]__Org2,ALAt4r__Org2,AH
AH,ALAt4r__Org2,ala_L[c]__Org2,AH
AH,glyald[c]__Org2,ALCD19__Org2,AH
