First_Org_Flux,Second_Org_Max_Flux,Second_Org_Min_Flux
0.558233540773973,0.2316689942117588,0.2316689942117588
0.5582335407740355,0.2316689942116963,0.2316689942116963
0.558233540774098,0.23166899421163378,0.23166899421163378
0.5582335407741605,0.23166899421157128,0.23166899421157128
0.558233540774223,0.23166899421150877,0.23166899421150877
0.5582335407742856,0.23166899421144627,0.23166899421144627
0.5582335407743481,0.23166899421138376,0.23166899421138376
0.5582335407744106,0.23166899421132126,0.23166899421132126
0.5582335407744731,0.23166899421125875,0.23166899421125875
0.5582335407745357,0.23166899421119613,0.23166899421119613
0.5582335407745982,0.23166899421113363,0.23166899421113363
0.5582335407746607,0.23166899421107112,0.23166899421107112
0.5582335407747232,0.23166899421100862,0.23166899421100862
0.5582335407747857,0.2316689942109461,0.2316689942109461
0.5582335407748482,0.2316689942108836,0.2316689942108836
0.5582335407749107,0.2316689942108211,0.2316689942108211
0.5582335407749732,0.2316689942107586,0.2316689942107586
0.5582335407750357,0.2316689942106961,0.2316689942106961
0.5582335407750982,0.23166899421063358,0.23166899421063358
0.5582335407751607,0.23166899421057108,0.23166899421057108
0.5582335407752232,0.23166899421050857,0.23166899421050857
0.5582335407752858,0.23166899421044607,0.23166899421044607
0.5582335407753483,0.23166899421038356,0.23166899421038356
0.5582335407754108,0.23166899421032106,0.23166899421032106
0.5582335407754733,0.23166899421025855,0.23166899421025855
0.5582335407755358,0.23166899421019604,0.23166899421019604
0.5582335407755984,0.23166899421013343,0.23166899421013343
0.5582335407756609,0.23166899421007092,0.23166899421007092
0.5582335407757234,0.23166899421000842,0.23166899421000842
0.5582335407757859,0.2316689942099459,0.2316689942099459
0.5582335407758484,0.2316689942098834,0.2316689942098834
0.5582335407759109,0.2316689942098209,0.2316689942098209
0.5582335407759734,0.2316689942097584,0.2316689942097584
0.5582335407760359,0.2316689942096959,0.2316689942096959
0.5582335407760984,0.23166899420963338,0.23166899420963338
0.5582335407761609,0.23166899420957088,0.23166899420957088
0.5582335407762234,0.23166899420950837,0.23166899420950837
0.558233540776286,0.23166899420944587,0.23166899420944587
0.5582335407763485,0.23166899420938336,0.23166899420938336
0.558233540776411,0.23166899420932086,0.23166899420932086
0.5582335407764735,0.23166899420925835,0.23166899420925835
0.558233540776536,0.23166899420919584,0.23166899420919584
0.5582335407765986,0.23166899420913323,0.23166899420913323
0.5582335407766611,0.23166899420907072,0.23166899420907072
0.5582335407767236,0.23166899420900822,0.23166899420900822
0.5582335407767861,0.2316689942089457,0.2316689942089457
0.5582335407768486,0.2316689942088832,0.2316689942088832
0.5582335407769111,0.2316689942088207,0.2316689942088207
0.5582335407769736,0.2316689942087582,0.2316689942087582
0.5582335407770361,0.2316689942086957,0.2316689942086957
0.5582335407770986,0.23166899420863318,0.23166899420863318
0.5582335407771611,0.23166899420857068,0.23166899420857068
0.5582335407772236,0.23166899420850817,0.23166899420850817
0.5582335407772862,0.23166899420844567,0.23166899420844567
0.5582335407773487,0.23166899420838316,0.23166899420838316
0.5582335407774112,0.23166899420832066,0.23166899420832066
0.5582335407774737,0.23166899420825815,0.23166899420825815
0.5582335407775362,0.23166899420819564,0.23166899420819564
0.5582335407775987,0.23166899420813314,0.23166899420813314
0.5582335407776613,0.23166899420807052,0.23166899420807052
0.5582335407777238,0.23166899420800802,0.23166899420800802
0.5582335407777863,0.2316689942079455,0.2316689942079455
0.5582335407778488,0.231668994207883,0.231668994207883
0.5582335407779113,0.2316689942078205,0.2316689942078205
0.5582335407779738,0.231668994207758,0.231668994207758
0.5582335407780363,0.2316689942076955,0.2316689942076955
0.5582335407780988,0.23166899420763298,0.23166899420763298
0.5582335407781613,0.23166899420757048,0.23166899420757048
0.5582335407782238,0.23166899420750797,0.23166899420750797
0.5582335407782864,0.23166899420744547,0.23166899420744547
0.5582335407783489,0.23166899420738296,0.23166899420738296
0.5582335407784114,0.23166899420732046,0.23166899420732046
0.5582335407784739,0.23166899420725795,0.23166899420725795
0.5582335407785364,0.23166899420719544,0.23166899420719544
0.5582335407785989,0.23166899420713294,0.23166899420713294
0.5582335407786614,0.23166899420707043,0.23166899420707043
0.558233540778724,0.23166899420700782,0.23166899420700782
0.5582335407787865,0.2316689942069453,0.2316689942069453
0.558233540778849,0.2316689942068828,0.2316689942068828
0.5582335407789115,0.2316689942068203,0.2316689942068203
0.558233540778974,0.2316689942067578,0.2316689942067578
0.5582335407790365,0.2316689942066953,0.2316689942066953
0.558233540779099,0.23166899420663278,0.23166899420663278
0.5582335407791615,0.23166899420657028,0.23166899420657028
0.558233540779224,0.23166899420650777,0.23166899420650777
0.5582335407792866,0.23166899420644527,0.23166899420644527
0.5582335407793491,0.23166899420638276,0.23166899420638276
0.5582335407794116,0.23166899420632026,0.23166899420632026
0.5582335407794741,0.23166899420625775,0.23166899420625775
0.5582335407795366,0.23166899420619524,0.23166899420619524
0.5582335407795991,0.23166899420613274,0.23166899420613274
0.5582335407796616,0.23166899420607023,0.23166899420607023
0.5582335407797242,0.23166899420600762,0.23166899420600762
0.5582335407797867,0.2316689942059451,0.2316689942059451
0.5582335407798492,0.2316689942058826,0.2316689942058826
0.5582335407799117,0.2316689942058201,0.2316689942058201
0.5582335407799742,0.2316689942057576,0.2316689942057576
0.5582335407800367,0.2316689942056951,0.2316689942056951
0.5582335407800992,0.23166899420563258,0.23166899420563258
0.5582335407801617,0.23166899420557008,0.23166899420557008
0.5582335407802242,0.23166899420550757,0.23166899420550757
