First_Org_Flux,Second_Org_Max_Flux,Second_Org_Min_Flux
0.0,10.0,10.0
0.1,9.9,9.9
0.2,9.8,9.8
0.30000000000000004,9.7,9.7
0.4,9.6,9.6
0.5,9.5,9.5
0.6000000000000001,9.4,9.4
0.7000000000000001,9.3,9.3
0.8,9.2,9.2
0.9,9.1,9.1
1.0,9.0,9.0
1.1,8.9,8.9
1.2000000000000002,8.8,8.8
1.3,8.7,8.7
1.4000000000000001,8.6,8.6
1.5,8.5,8.5
1.6,8.4,8.4
1.7000000000000002,8.3,8.3
1.8,8.2,8.2
1.9000000000000001,8.1,8.1
2.0,8.0,8.0
2.1,7.9,7.9
2.2,7.8,7.8
2.3000000000000003,7.699999999999999,7.699999999999999
2.4000000000000004,7.6,7.6
2.5,7.5,7.5
2.6,7.4,7.4
2.7,7.3,7.3
2.8000000000000003,7.199999999999999,7.199999999999999
2.9000000000000004,7.1,7.1
3.0,7.0,7.0
3.1,6.9,6.9
3.2,6.8,6.8
3.3000000000000003,6.699999999999999,6.699999999999999
3.4000000000000004,6.6,6.6
3.5,6.5,6.5
3.6,6.4,6.4
3.7,6.3,6.3
3.8000000000000003,6.199999999999999,6.199999999999999
3.9000000000000004,6.1,6.1
4.0,6.0,6.0
4.1000000000000005,5.8999999999999995,5.8999999999999995
4.2,5.8,5.8
4.3,5.7,5.7
4.4,5.6,5.6
4.5,5.5,5.5
4.6000000000000005,5.3999999999999995,5.3999999999999995
4.7,5.3,5.3
4.800000000000001,5.199999999999999,5.199999999999999
4.9,5.1,5.1
5.0,5.0,5.0
5.1000000000000005,4.8999999999999995,4.8999999999999995
5.2,4.8,4.8
5.300000000000001,4.699999999999999,4.699999999999999
5.4,4.6,4.6
5.5,4.5,4.5
5.6000000000000005,4.3999999999999995,4.3999999999999995
5.7,4.3,4.3
5.800000000000001,4.199999999999999,4.199999999999999
5.9,4.1,4.1
6.0,4.0,4.0
6.1000000000000005,3.8999999999999995,3.8999999999999995
6.2,3.8,3.8
6.300000000000001,3.6999999999999993,3.6999999999999993
6.4,3.5999999999999996,3.5999999999999996
6.5,3.5,3.5
6.6000000000000005,3.3999999999999995,3.3999999999999995
6.7,3.3,3.3
6.800000000000001,3.1999999999999993,3.1999999999999993
6.9,3.0999999999999996,3.0999999999999996
7.0,3.0,3.0
7.1000000000000005,2.8999999999999995,2.8999999999999995
7.2,2.8,2.8
7.300000000000001,2.6999999999999993,2.6999999999999993
7.4,2.5999999999999996,2.5999999999999996
7.5,2.5,2.5
7.6000000000000005,2.3999999999999995,2.3999999999999995
7.7,2.3,2.3
7.800000000000001,2.1999999999999993,2.1999999999999993
7.9,2.0999999999999996,2.0999999999999996
8.0,2.0,2.0
8.1,1.9000000000000004,1.9000000000000004
8.200000000000001,1.799999999999999,1.799999999999999
8.3,1.6999999999999993,1.6999999999999993
8.4,1.5999999999999996,1.5999999999999996
8.5,1.5,1.5
8.6,1.4000000000000004,1.4000000000000004
8.700000000000001,1.299999999999999,1.299999999999999
8.8,1.1999999999999993,1.1999999999999993
8.9,1.0999999999999996,1.0999999999999996
9.0,1.0,1.0
9.1,0.9000000000000004,0.9000000000000004
9.200000000000001,0.7999999999999989,0.7999999999999989
9.3,0.6999999999999993,0.6999999999999993
9.4,0.5999999999999996,0.5999999999999996
9.5,0.5,0.5
9.600000000000001,0.3999999999999986,0.3999999999999986
9.700000000000001,0.29999999999999893,0.29999999999999893
9.8,0.1999999999999993,0.1999999999999993
9.9,0.09999999999999964,0.09999999999999964
10.0,0.0,0.0
