First_Org_Flux,Second_Org_Max_Flux,Second_Org_Min_Flux,3rd_Org_Max_Flux,4th_Org_Max_Flux
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
0.0,0.414759569102381,0.414759569102381,0,0
